step,mean_logit_token_js_div,mean_bigram_token_js_div,mean_bigram_logit_js_div,mean_unigram_logit_js_div,bottom_conf_logit_token_js_div,bottom_conf_bigram_token_js_div,bottom_conf_bigram_logit_js_div,bottom_conf_unigram_logit_js_div,top_conf_logit_token_js_div,top_conf_bigram_token_js_div,top_conf_bigram_logit_js_div,top_conf_unigram_logit_js_div
0,0.68798828125,0.583657443523407,0.6927908062934875,0.6928200125694275,0.6625868236975953,0.560261146226218,0.6673008450642172,0.6673295140502649,0.7133897388024047,0.6070537408205959,0.7182807675227579,0.7183105110885901
1,0.68798828125,0.583657443523407,0.6927908062934875,0.6928200125694275,0.6625868236975953,0.560261146226218,0.6673008450642172,0.6673295140502649,0.7133897388024047,0.6070537408205959,0.7182807675227579,0.7183105110885901
2,0.68798828125,0.583657443523407,0.6927881836891174,0.6928163766860962,0.6625868236975953,0.560261146226218,0.6672982707068406,0.6673259450534255,0.7133897388024047,0.6070537408205959,0.7182780966713943,0.7183068083187669
4,0.6879878044128418,0.583657443523407,0.692659854888916,0.6926136612892151,0.6625863556631748,0.560261146226218,0.6671723028313211,0.6671269591303108,0.7133892531625088,0.6070537408205959,0.7181474069465109,0.7181003634481193
8,0.6868062019348145,0.583657443523407,0.690081000328064,0.6873220801353455,0.6614265757472138,0.560261146226218,0.6646409391005496,0.6619329240845986,0.7121858281224152,0.6070537408205959,0.7155210615555784,0.7127112361860923
16,0.6797237396240234,0.583657443523407,0.6616519689559937,0.6563917994499207,0.6544753120584375,0.560261146226218,0.6367414416003035,0.6315804897146736,0.7049721671896094,0.6070537408205959,0.6865624963116838,0.6812031091851677
32,0.6715264320373535,0.583657443523407,0.629503607749939,0.6537453532218933,0.6464307113037221,0.560261146226218,0.6052057923207426,0.628984111231876,0.6966221527709849,0.6070537408205959,0.6538014231791354,0.6785065952119106
64,0.6554980278015137,0.583657443523407,0.5942053198814392,0.6586258411407471,0.6307036159001477,0.560261146226218,0.5705985598748589,0.6337723443941323,0.6802924397028797,0.6070537408205959,0.6178120798880196,0.6834793378873618
128,0.6292343139648438,0.583657443523407,0.5465869307518005,0.647075355052948,0.6049416962426469,0.560261146226218,0.5239458195035033,0.62244075324907,0.6535269316870406,0.6070537408205959,0.5692280420000978,0.671709956856826
256,0.6040921211242676,0.583657443523407,0.5201437473297119,0.6506253480911255,0.5802897784784098,0.560261146226218,0.4980570994137376,0.6259232633842593,0.6278944637701254,0.6070537408205959,0.5422303952456863,0.6753274327979917
1000,0.5526232719421387,0.583657443523407,0.5438137054443359,0.6563929915428162,0.5298574831723359,0.560261146226218,0.5212301044886132,0.6315816592772963,0.5753890607119414,0.6070537408205959,0.5663973064000587,0.6812043238083361
2000,0.5923564434051514,0.583657443523407,0.5652546286582947,0.6444388628005981,0.568786438360164,0.560261146226218,0.5422301300973317,0.6198544987546678,0.6159264484501388,0.6070537408205959,0.5882791272192577,0.6690232268465285
4000,0.6155269145965576,0.583657443523407,0.5808098316192627,0.6511807441711426,0.5915003520688601,0.560261146226218,0.5574706783171338,0.6264681184405847,0.6395534771242551,0.6070537408205959,0.6041489849213916,0.6758933699017005
8000,0.6275656223297119,0.583657443523407,0.5927935242652893,0.6497016549110413,0.6033052372735759,0.560261146226218,0.5692148250476333,0.6250171112140492,0.651826007385848,0.6070537408205959,0.6163722234829453,0.6743861986080333
16000,0.6330516338348389,0.583657443523407,0.5953648686408997,0.6247724890708923,0.608685440600326,0.560261146226218,0.5717350864169318,0.6005661525895745,0.6574178270693517,0.6070537408205959,0.6189946508648675,0.6489788255522102
33000,0.6368687152862549,0.583657443523407,0.597817063331604,0.6048694849014282,0.6124291726128719,0.560261146226218,0.5741386678234207,0.5810518323967045,0.6613082579596379,0.6070537408205959,0.6214954588397873,0.6286871374061519
66000,0.6436061859130859,0.583657443523407,0.6037427186965942,0.5695313215255737,0.6190377096803856,0.560261146226218,0.5799472605960949,0.5464198858989698,0.6681746621457862,0.6070537408205959,0.6275381767970936,0.5926427571521776
131000,0.6530628204345703,0.583657443523407,0.6252923011779785,0.6068476438522339,0.6283145076171078,0.560261146226218,0.6010758969273038,0.5829910766350485,0.6778111332520328,0.6070537408205959,0.6495087054286532,0.6307042110694193
143000,0.6524248123168945,0.583657443523407,0.6236105561256409,0.6023619174957275,0.6276885913551278,0.560261146226218,0.5994267392250854,0.5785936858975576,0.6771610332786613,0.6070537408205959,0.6477943730261964,0.6261301490938975
