step,mean_unigram_loss,mean_bigram_loss,bottom_conf_unigram_loss,top_conf_unigram_loss,bottom_conf_bigram_loss,top_conf_bigram_loss
0,11.02734375,11.07421875,11.001919767429822,11.052767732570178,11.048740788637483,11.099696711362517
1,11.02734375,11.07421875,11.001919767429822,11.052767732570178,11.048740788637483,11.099696711362517
2,11.0234375,11.078125,10.998018020836565,11.048856979163435,11.052642545566052,11.103607454433948
4,11.0234375,10.9921875,10.998018020836565,11.048856979163435,10.966804076853526,11.017570923146474
8,11.0234375,10.671875,10.998018020836565,11.048856979163435,10.646864147755785,10.696885852244215
16,11.03515625,10.0234375,11.009723263008583,11.060589236991417,9.999198401190368,10.047676598809632
32,11.0390625,9.546875,11.013625011993241,11.064499988006759,9.52321913986102,9.57053086013898
64,10.99609375,8.73828125,10.970705817051032,11.021481682948968,8.715649343767632,8.760913156232368
128,11.2265625,7.373046875,11.200909891985638,11.252215108014362,7.352257969589769,7.393835780410231
256,12.01953125,6.708984375,11.992988134847684,12.046074365152316,6.689153744800156,6.728815005199844
512,12.75390625,6.927734375,12.726564284192593,12.781248215807407,6.907583043870894,6.947885706129106
1000,13.46484375,7.171875,13.43675006007313,13.49293743992687,7.1513716662332305,7.1923783337667695
2000,12.734375,7.109375,12.707053977869208,12.761696022130792,7.088961200869591,7.129788799130409
3000,12.375,7.037109375,12.348067248158868,12.401932751841132,7.01679959232389,7.05741915767611
4000,12.3046875,6.921875,12.277831370652228,12.331543629347772,6.901732192522088,6.942017807477912
5000,12.37109375,6.94921875,12.344165249244341,12.398022250755659,6.929036196281226,6.969401303718774
6000,12.24609375,6.919921875,12.219301640121943,12.272885859878057,6.899781909540794,6.940061840459206
7000,12.21484375,6.8828125,12.188085846468324,12.241601653531676,6.862726609300109,6.902898390699891
8000,12.25,6.89453125,12.223203617398866,12.276796382601134,6.874428267346343,6.914634232653657
9000,12.1796875,6.857421875,12.15296813095216,12.20640686904784,6.837373066853798,6.877470683146202
10000,12.15234375,6.869140625,12.12565439068218,12.17903310931782,6.8490746933134705,6.8892065566865295
11000,12.10546875,6.830078125,12.07883091458992,12.13210658541008,6.810069328770236,6.850086921229764
12000,12.16796875,6.89453125,12.141262238135862,12.194675261864138,6.874428267346343,6.914634232653657
