step,mean_bigram_logit_kl_div,mean_unigram_logit_kl_div,bottom_conf_bigram_logit_kl_div,bottom_conf_unigram_logit_kl_div,top_conf_bigram_logit_kl_div,top_conf_unigram_logit_kl_div
0,3.2894222736358643,3.0944273471832275,3.1783366321945863,2.986684547123633,3.4005079150771422,3.202170147242822
1,3.2894222736358643,3.0944273471832275,3.1783366321945863,2.986684547123633,3.4005079150771422,3.202170147242822
2,3.289414405822754,3.0926475524902344,3.178328897231794,2.9849357416288673,3.400499914413714,3.2003593633516014
4,3.289078712463379,3.016282796859741,3.1779988723006567,2.909909127307871,3.400158552626101,3.122656466411611
8,3.287318229675293,2.7013649940490723,3.1762681212913533,2.6006973866861673,3.3983683380592327,2.802032601411977
16,3.3034744262695312,2.096804618835449,3.1921517631415375,2.0081141205251734,3.414797089397525,2.185495117145725
32,3.3340845108032227,1.7866830825805664,3.22224727750884,1.7048136321044944,3.445921744097605,1.8685525330566384
64,3.339820384979248,1.627475619316101,3.2278869920591804,1.5493388666170667,3.4517537778993157,1.7056123720151355
128,3.6685497760772705,0.8180019855499268,3.5512369976393208,0.7626063828757009,3.7858625545152202,0.8733975882241526
256,3.7859416007995605,1.5174438953399658,3.666766626214262,1.4419947309775265,3.905116575384859,1.5928930597024051
1000,5.38728141784668,4.522812366485596,5.2451196079348374,4.392554968589654,5.529443227758522,4.653069764381537
2000,6.7037529945373535,5.821152687072754,6.54516981732629,5.673377129002908,6.862336171748417,5.9689282451426
4000,7.4706292152404785,6.511916160583496,7.303221024172826,6.355618487310348,7.638037406308131,6.668213833856644
8000,7.915635585784912,6.975569725036621,7.743313473752457,6.813803461335305,8.087957697817368,7.137335988737937
16000,8.275177955627441,7.392731666564941,8.098985712901117,7.2261985597847636,8.451370198353766,7.559264773345119
33000,8.42308235168457,7.543668270111084,8.245322517663707,7.3754437090449105,8.600842185705433,7.711892831177257
66000,8.682072639465332,7.848918914794922,8.501600644032443,7.67732454503714,8.86254463489822,8.020513284552703
131000,8.980440139770508,8.11194133758545,8.796893294728592,7.937495539334074,9.163986984812423,8.286387135836824
143000,8.590936660766602,7.740605354309082,8.411414374182465,7.570199082200202,8.770458947350738,7.911011626417962
