step,mean_bigram_logit_kl_div,mean_unigram_logit_kl_div,bottom_conf_bigram_logit_kl_div,bottom_conf_unigram_logit_kl_div,top_conf_bigram_logit_kl_div,top_conf_unigram_logit_kl_div
0,3.2854039669036865,3.1347579956054688,3.174386196436181,3.026315345543327,3.3964217373711922,3.2432006456676103
1,3.2854039669036865,3.1347579956054688,3.174386196436181,3.026315345543327,3.3964217373711922,3.2432006456676103
2,3.2854042053222656,3.134164333343506,3.1743864308265337,3.025731952233116,3.3964219798179975,3.242596714453896
4,3.285355806350708,3.123145341873169,3.1743388495878277,3.014903740086823,3.3963727631135883,3.231386943659515
8,3.28389835357666,2.9812138080596924,3.172906024271171,2.8754603262937883,3.3948906828821492,3.0869672898255964
16,3.2844698429107666,2.547680139541626,3.1734678561545753,2.4499180301956285,3.395471829666958,2.6454422488876235
32,3.3027448654174805,1.9684906005859375,3.191434495579987,1.8825566484939797,3.414055235254974,2.0544245526778955
64,3.3260903358459473,1.5028067827224731,3.214387259764247,1.4277223876845484,3.4377934119276476,1.577891177760398
128,3.7488555908203125,0.6057965755462646,3.630265754847083,0.5581247789153219,3.867445426793542,0.6534683721772074
256,3.7718777656555176,1.6157705783843994,3.652924349774086,1.5379153181670666,3.890831181536949,1.6936258386017322
1000,5.281755447387695,4.562312602996826,5.140992854797298,4.4314876364700035,5.422518039978093,4.693137569523649
2000,6.339232444763184,5.474895477294922,6.185021055021883,5.331582331568779,6.493443834504484,5.618208623021065
4000,7.055676460266113,6.1840996742248535,6.892983994394398,6.031786891341439,7.2183689261378285,6.336412457108268
8000,7.481278419494629,6.6151347160339355,7.313750952720764,6.4576031975947785,7.648805886268494,6.772666234473093
16000,7.7801690101623535,6.868076801300049,7.609327804222305,6.707561778731218,7.951010216102402,7.028591823868879
33000,7.779790878295898,6.941202640533447,7.608953824019453,6.779835362113591,7.950627932572344,7.102569918953304
66000,8.05610466003418,7.084299564361572,7.882260277208161,6.921277431296463,8.229949042860198,7.247321697426681
131000,7.924308776855469,7.936411380767822,7.751892283682904,7.7638632740719675,8.096725270028033,8.108959487463677
143000,7.864499092102051,8.105610847473145,7.69273449856353,7.931233130516434,8.036263685640572,8.279988564429855
