step,mean_logit_token_js_div,mean_bigram_token_js_div,mean_bigram_logit_js_div,mean_unigram_logit_js_div,bottom_conf_logit_token_js_div,bottom_conf_bigram_token_js_div,bottom_conf_bigram_logit_js_div,bottom_conf_unigram_logit_js_div,top_conf_logit_token_js_div,top_conf_bigram_token_js_div,top_conf_bigram_logit_js_div,top_conf_unigram_logit_js_div
0,0.6880407333374023,0.583657443523407,0.6929642558097839,0.6927472352981567,0.6626383075024598,0.560261146226218,0.6674711039025254,0.6672580756387358,0.7134431591723449,0.6070537408205959,0.7184574077170425,0.7182363949575776
1,0.6880407333374023,0.583657443523407,0.6929642558097839,0.6927472352981567,0.6626383075024598,0.560261146226218,0.6674711039025254,0.6672580756387358,0.7134431591723449,0.6070537408205959,0.7184574077170425,0.7182363949575776
2,0.6880393028259277,0.583657443523407,0.6929589509963989,0.6927104592323303,0.6626369033982011,0.560261146226218,0.66746589666753,0.6672219761569554,0.7134417022536543,0.6070537408205959,0.7184520053252679,0.7181989423077052
4,0.6867456436157227,0.583657443523407,0.6892964839935303,0.6834705471992493,0.6613671363619478,0.560261146226218,0.6638708876035778,0.6581526274369613,0.7121241508694975,0.6070537408205959,0.7147220803834827,0.7087884669615372
8,0.6754026412963867,0.583657443523407,0.6472108960151672,0.6508874297142029,0.6502345955665062,0.560261146226218,0.6225737142777683,0.6261803703236332,0.7005706870262672,0.6070537408205959,0.6718480777525662,0.6755944891047726
16,0.6743564605712891,0.583657443523407,0.6432621479034424,0.6378433704376221,0.6492079147122026,0.560261146226218,0.6187002390559803,0.6133851339431575,0.6995050064303755,0.6070537408205959,0.6678240567509045,0.6623016069320866
32,0.6547441482543945,0.583657443523407,0.5835204124450684,0.6358915567398071,0.6299639983162,0.560261146226218,0.5601268618001176,0.6114707702675296,0.6795242981925891,0.6070537408205959,0.6069139630900191,0.6603123432120847
64,0.6416220664978027,0.583657443523407,0.569740355014801,0.6481236815452576,0.617091489541968,0.560261146226218,0.546624678514477,0.6234691325635503,0.6661526434536374,0.6070537408205959,0.592856031515125,0.6727782305269648
128,0.6224584579467773,0.583657443523407,0.5442439913749695,0.6311782598495483,0.5982969907415636,0.560261146226218,0.5216514576871157,0.6068481464627511,0.6466199251519911,0.6070537408205959,0.5668365250628232,0.6555083732363456
256,0.605665922164917,0.583657443523407,0.522733747959137,0.6379790902137756,0.5818325943564193,0.560261146226218,0.5005921792657905,0.6135182517562144,0.6294992499734147,0.6070537408205959,0.5448753166524835,0.6624399286713368
1000,0.5521800518035889,0.583657443523407,0.534628689289093,0.6480568051338196,0.5294233942815525,0.560261146226218,0.5122366190817552,0.6234035281703579,0.5749367093256252,0.6070537408205959,0.5570207594964308,0.6727100820972812
2000,0.5941550731658936,0.583657443523407,0.563666582107544,0.6406527757644653,0.5705493112884044,0.560261146226218,0.5406744492193595,0.6161407348354941,0.6177608350433827,0.6070537408205959,0.5866587149957284,0.6651648166934365
4000,0.6148121356964111,0.583657443523407,0.5786539912223816,0.6398149132728577,0.5907995276101436,0.560261146226218,0.5553581931319599,0.6153189063328123,0.6388247437826786,0.6070537408205959,0.6019497893128033,0.664310920212903
8000,0.6159412860870361,0.583657443523407,0.5742140412330627,0.6259248852729797,0.5919066376030006,0.560261146226218,0.5510077883206754,0.6016962347178897,0.6399759345710717,0.6070537408205959,0.5974202941454501,0.6501535358280698
16000,0.6176741123199463,0.583657443523407,0.5729020833969116,0.6280189752578735,0.5936056792695089,0.560261146226218,0.5497223563385788,0.6037498289418792,0.6417425453703837,0.6070537408205959,0.5960818104552444,0.6522881215738678
33000,0.6149880886077881,0.583657443523407,0.5589183568954468,0.6364614367485046,0.5909720446865668,0.560261146226218,0.5360232695949785,0.6120297098877256,0.6390041325290093,0.6070537408205959,0.5818134441959151,0.6608931636092836
66000,0.6201355457305908,0.583657443523407,0.5566785335540771,0.596606969833374,0.5960192039685495,0.560261146226218,0.5338293674777433,0.5729525512143587,0.6442518874926322,0.6070537408205959,0.579527699630411,0.6202613884523893
131000,0.633112907409668,0.583657443523407,0.5702893733978271,0.6053516864776611,0.6087455349920055,0.560261146226218,0.5471625621100885,0.581524542155415,0.6574802798273305,0.6070537408205959,0.5934161846855658,0.6291788307999072
143000,0.6357340812683105,0.583657443523407,0.5758985280990601,0.6064513921737671,0.6113163188281525,0.560261146226218,0.552658261736279,0.5826026150078083,0.6601518437084686,0.6070537408205959,0.5991387944618412,0.6303001693397259
