step,mean_bigram_logit_kl_div,mean_unigram_logit_kl_div,bottom_conf_bigram_logit_kl_div,bottom_conf_unigram_logit_kl_div,top_conf_bigram_logit_kl_div,top_conf_unigram_logit_kl_div
0,3.2859725952148438,3.0957155227661133,3.174945217844092,2.9879502989771254,3.3969999725855957,3.203480746555101
1,3.2859725952148438,3.0957155227661133,3.174945217844092,2.9879502989771254,3.3969999725855957,3.203480746555101
2,3.2859690189361572,3.0956742763519287,3.174941701983583,2.987909770481598,3.3969963358887316,3.2034387822222596
4,3.285957098007202,3.0950562953948975,3.1749299824487904,2.9873025464276632,3.396984213565614,3.2028100443621317
8,3.2855358123779297,3.079169511795044,3.174515814323817,2.9716926661713825,3.3965558104320426,3.1866463574187054
16,3.2836074829101562,3.022371292114258,3.172620069275655,2.9158903167947887,3.3945948965446573,3.128852267433727
32,3.2802910804748535,2.828421115875244,3.169359728948342,2.7254133072541005,3.391222432001365,2.931428924496388
64,3.2693030834198,2.4966742992401123,3.1585576812185514,2.3998957610293137,3.380048485621048,2.593452837450911
128,3.2498536109924316,1.9415826797485352,3.139438118968804,1.8562380777799128,3.3602691030160594,2.0269272817171573
256,3.628352403640747,0.5618671178817749,3.511684110725197,0.5159563114787599,3.7450206965562973,0.6077779242847899
1000,3.9770708084106445,3.0117969512939453,3.854924660766637,2.905502411159513,4.099216956054652,3.1180914914283777
2000,5.383617401123047,4.563165664672852,5.241503943228199,4.432328467884911,5.525730859017894,4.694002861460792
4000,5.977118968963623,5.141633033752441,5.827376819539607,5.002750173762081,6.126861118387639,5.280515893742802
8000,6.522520542144775,5.614639759063721,6.366095658546384,5.469509135560637,6.678945425743167,5.7597703825668045
16000,6.859372138977051,5.923335552215576,6.698958867750379,5.774268631405248,7.019785410203722,6.072402473025904
33000,6.856709957122803,5.950467109680176,6.696327817808398,5.801059181936082,7.017092096437207,6.09987503742427
66000,7.412388801574707,6.5074872970581055,7.245634437571,6.351242783161171,7.579143165578414,6.66373181095504
131000,6.818192958831787,7.041536331176758,6.65826192058399,6.879006971297111,6.978123997079584,7.204065691056405
143000,6.593806266784668,6.925409317016602,6.436528909126542,6.764225722684525,6.751083624442794,7.086592911348678
