step,mean_bigram_logit_kl_div,mean_unigram_logit_kl_div,bottom_conf_bigram_logit_kl_div,bottom_conf_unigram_logit_kl_div,top_conf_bigram_logit_kl_div,top_conf_unigram_logit_kl_div
0,3.286029100418091,3.1634092330932617,3.175000768444497,3.054472135139994,3.3970574323916845,3.2723463310465295
1,3.286029100418091,3.1634092330932617,3.175000768444497,3.054472135139994,3.3970574323916845,3.2723463310465295
2,3.2860236167907715,3.163365125656128,3.1749953774576003,3.054428787160868,3.3970518561239427,3.2723014641513877
4,3.2860116958618164,3.162768840789795,3.1749836579211346,3.053842769865429,3.3970397338024982,3.2716949117141607
8,3.2855000495910645,3.1474101543426514,3.174480655760366,3.038748882619907,3.396519443421763,3.256071426065396
16,3.284177780151367,3.0928406715393066,3.173180728783357,2.9851254977215387,3.3951748315193773,3.2005558453570746
32,3.279961585998535,2.887011766433716,3.169035805957083,2.782942524837082,3.3908873660399874,2.9910810080303496
64,3.2690296173095703,2.4999840259552,3.1582888469437513,2.403141361552907,3.3797703876753893,2.5968266903574935
128,3.2514803409576416,1.9267851114273071,3.141037217886637,1.8417663539503577,3.361923464028646,2.0118038689042566
256,3.665540933609009,0.5243636965751648,3.548276273378019,0.4800115727681605,3.7828055938399987,0.5687158203821692
1000,3.8796536922454834,3.0073890686035156,3.7590127853550483,2.901172340058991,4.000294599135919,3.11360579714804
2000,5.187640190124512,4.53899621963501,5.048137354387551,4.408505981640254,5.3271430258614725,4.669486457629765
4000,6.081994533538818,5.281139373779297,5.93094439586886,5.1403849908313335,6.233044671208777,5.42189375672726
8000,6.458086967468262,5.690542697906494,6.302436633354401,5.544434374965512,6.613737301582122,5.8366510208474764
16000,6.495129108428955,5.759233474731445,6.339033024846794,5.612245957218451,6.6512251920111165,5.90622099224444
33000,7.062248229980469,6.1437764167785645,6.899480014563006,5.991961021747095,7.225016445397931,6.295591811810034
66000,7.395206451416016,6.5550994873046875,7.2286454727244225,6.398284431694427,7.561767430107609,6.711914542914948
131000,5.745870113372803,5.944558620452881,5.599053225169511,5.795224888092194,5.892687001576094,6.093892352813568
143000,9.19547176361084,10.635042190551758,9.009740454309863,10.43530095992998,9.381203072911816,10.834783421173535
