step,mean_unigram_loss,mean_bigram_loss,bottom_conf_unigram_loss,top_conf_unigram_loss,bottom_conf_bigram_loss,top_conf_bigram_loss
0,11.0205078125,10.9658203125,10.995091711415274,11.045923913584726,10.940467351503086,10.991173273496914
1,11.021484375,10.97265625,10.996067147839153,11.046901602160847,10.947295387895355,10.998017112104645
2,11.0224609375,10.94921875,10.997042584312918,11.047879290687082,10.923884987666698,10.974552512333302
4,11.0146484375,10.38671875,10.989239093920002,11.040057781079998,10.362044309612694,10.411393190387306
8,11.1201171875,9.623046875,11.094586482487136,11.145647892512864,9.599296830572898,9.646796919427102
16,11.076171875,9.1044921875,11.05069166700273,11.10165208299727,9.081390910400547,9.127593464599453
32,11.0302734375,8.7529296875,11.004846077898184,11.055700797101816,8.730278819687324,8.775580555312676
64,10.859375,8.04638671875,10.834145389780529,10.884604610219471,8.02466928144583,8.06810415605417
128,10.7080078125,7.1748046875,10.682954655188498,10.733060969811502,7.154297166388397,7.195312208611603
256,11.490234375,6.6123046875,11.464282271209415,11.516186478790585,6.592617460254666,6.631991914745334
512,12.029296875,6.9091796875,12.002742979166051,12.055850770833949,6.8890553603179585,6.9293040146820415
1000,12.375,7.16064453125,12.348067248158868,12.401932751841132,7.14015725690018,7.18113180559982
2000,12.0595703125,7.1044921875,12.032983024333086,12.086157600666914,7.084085399806902,7.124898975193098
3000,11.947265625,6.919921875,11.920802423390912,11.973728826609088,6.899781909540794,6.940061840459206
4000,11.798828125,6.8046875,11.77252983179601,11.82512641820399,6.7847159294698836,6.8246590705301164
5000,11.5419921875,6.71826171875,11.51598169870021,11.56800267629979,6.698417382152485,6.738106055347515
6000,11.4453125,6.71044921875,11.419411176672988,11.471213823327012,6.690616423752354,6.730282013747646
7000,11.33203125,6.68310546875,11.306258426033153,11.357804073966847,6.66331312235298,6.70289781514702
8000,11.365234375,6.6865234375,11.339423821152248,11.391044928847752,6.666726030508439,6.706320844491561
9000,11.2890625,6.65478515625,11.263338585085016,11.314786414914984,6.635034790375324,6.674535522124676
10000,11.3017578125,6.66162109375,11.276019437510197,11.327496187489803,6.641860586480112,6.681381601019888
11000,11.2099609375,6.6318359375,11.184327303723501,11.235594571276499,6.612119655889322,6.651552219110678
12000,11.1943359375,6.61279296875,11.16872017466861,11.21995170033139,6.593105014622972,6.632480922877028
