step,mean_bigram_logit_kl_div,mean_unigram_logit_kl_div,bottom_conf_bigram_logit_kl_div,bottom_conf_unigram_logit_kl_div,top_conf_bigram_logit_kl_div,top_conf_unigram_logit_kl_div
0,3.286329984664917,3.1292004585266113,3.175296569670093,3.0208539787913535,3.3973633996597408,3.237546938261869
1,3.286329984664917,3.1292004585266113,3.175296569670093,3.0208539787913535,3.3973633996597408,3.237546938261869
2,3.2863285541534424,3.1291630268096924,3.175295163324572,3.0208171951004945,3.397361944982313,3.2375088585188903
4,3.286318778991699,3.1285836696624756,3.1752855532969813,3.0202478684050593,3.397352004686417,3.236919470919892
8,3.2859714031219482,3.113823890686035,3.174944045890585,3.0057439404838493,3.3969987603533114,3.221903840888221
16,3.284588575363159,3.0613179206848145,3.1735845822833246,2.9541530782846865,3.3955925684429937,3.1684827630849424
32,3.2826220989227295,2.8773529529571533,3.1716513397493515,2.773457944724178,3.3935928580961074,2.9812479611901286
64,3.2712676525115967,2.5345187187194824,3.160488981091536,2.4370094579000803,3.3820463239316574,2.6320279795388846
128,3.251753091812134,1.9812333583831787,3.141305336570344,1.8950217140560213,3.3622008470539235,2.067445002710336
256,3.635042190551758,0.5605041980743408,3.5182663933880765,0.5146491083498471,3.751817987715439,0.6063592877988345
1000,3.957395076751709,3.0434155464172363,3.8355514500824355,2.936564509740521,4.079238703420982,3.1502665830939516
2000,5.281372547149658,4.549881935119629,5.140615056935508,4.419235315748489,5.422130037363808,4.680528554490769
4000,6.101186275482178,5.288509845733643,5.949898006064076,5.147657277105721,6.25247454490028,5.429362414361564
8000,6.5138349533081055,5.680477619171143,6.357514254496701,5.53449856708366,6.67015565211951,5.826456671258625
16000,6.753506183624268,5.897424221038818,6.594335616516851,5.748683700420155,6.912676750731684,6.046164741657481
33000,6.912400722503662,6.138718128204346,6.751368581861009,5.986965242300254,7.073432863146315,6.290471014108437
66000,6.773170471191406,6.058929443359375,6.613768342830461,5.908165995724576,6.932572599552351,6.209692890994174
131000,7.218611717224121,8.607290267944336,7.054051461428869,8.427597194329502,7.3831719730193734,8.78698334155917
143000,7.0386552810668945,8.358808517456055,6.876159174096461,8.181728196284102,7.201151388037328,8.535888838628008
