step,mean_bigram_logit_kl_div,mean_unigram_logit_kl_div,bottom_conf_bigram_logit_kl_div,bottom_conf_unigram_logit_kl_div,top_conf_bigram_logit_kl_div,top_conf_unigram_logit_kl_div
0,3.2887942790985107,3.1637015342712402,3.1777192420278646,3.0547594035030285,3.399869316169157,3.272643665039452
1,3.2887942790985107,3.1637015342712402,3.1777192420278646,3.0547594035030285,3.399869316169157,3.272643665039452
2,3.2887930870056152,3.1631875038146973,3.1777180700657164,3.0542542237309545,3.399868103945514,3.27212078389844
4,3.2887823581695557,3.1537110805511475,3.1777075224065485,3.044941096538223,3.399857193932563,3.262481064564072
8,3.287578582763672,3.030742883682251,3.1765240769249945,2.924114540828288,3.3986330886023493,3.137371226536214
16,3.287238359451294,2.636774778366089,3.176189600138282,2.5373179442810008,3.398287118764306,2.736231612451177
32,3.312059164047241,2.0567338466644287,3.2005919476890377,1.9688948917020876,3.4235263804054448,2.14457280162677
64,3.3246960639953613,1.5930513143539429,3.2130164029090493,1.5157453512148764,3.4363757250816733,1.6703572774930093
128,3.7062630653381348,0.6402075886726379,3.5883488314771315,0.5912005430955662,3.824177299199138,0.6892146342497096
256,3.7509512901306152,1.6270997524261475,3.632328311521215,1.5489720231231552,3.8695742687400156,1.7052274817291397
1000,5.368677616119385,4.524832248687744,5.226761480893657,4.394545767645145,5.510593751345112,4.655118729730344
2000,6.367241382598877,5.577088832855225,6.21268968851179,5.432444343126264,6.521793076685964,5.7217333225841855
4000,6.998082160949707,6.080350399017334,6.836055071305907,5.9293206792818625,7.160109250593507,6.2313801187528055
8000,7.417969703674316,6.607287883758545,7.251152575513349,6.449849824503851,7.584786831835284,6.7647259430132385
16000,7.502479076385498,6.756598949432373,7.334714405521541,6.59739194044369,7.670243747249455,6.915805958421056
33000,7.786020755767822,6.980289936065674,7.615115313988924,6.818468949825339,7.9569261975467205,7.142110922306009
66000,7.954430103302002,7.046817779541016,7.781686232198473,6.884227479158855,8.12717397440553,7.209408079923176
131000,8.071159362792969,7.379550457000732,7.897152621478502,7.213165880372816,8.245166104107437,7.545935033628649
143000,8.04038143157959,8.140718460083008,7.866706779043077,7.96596351241724,8.214056084116102,8.315473407748776
