step,mean_bigram_logit_kl_div,mean_unigram_logit_kl_div,bottom_conf_bigram_logit_kl_div,bottom_conf_unigram_logit_kl_div,top_conf_bigram_logit_kl_div,top_conf_unigram_logit_kl_div
0,3.2873332500457764,3.11538028717041,3.176282887957792,3.0072733293008453,3.398383612133761,3.223487245039975
1,3.2873332500457764,3.11538028717041,3.176282887957792,3.0072733293008453,3.398383612133761,3.223487245039975
2,3.287327527999878,3.1148924827575684,3.176277262560985,3.0067939888812747,3.3983777934387707,3.222990976633862
4,3.2872464656829834,3.1059067249298096,3.176197569448593,2.9979642634742145,3.398295361917374,3.2138491863854046
8,3.285399913787842,2.9896669387817383,3.1743822118001983,2.883763632939101,3.3964176157754853,3.0955702446243754
16,3.284464120864868,2.6227946281433105,3.1734622307998888,2.5236018039756436,3.3954660109298476,2.7219874523109775
32,3.2990262508392334,2.0163941383361816,3.187778561734952,1.9294208629379113,3.4102739399435147,2.103367413734452
64,3.3162097930908203,1.558422565460205,3.204672753975247,1.4819614328805273,3.4277468322063935,1.6348836980398829
128,3.740217924118042,0.6311315298080444,3.6217647872218484,0.5824731043769951,3.8586710610142356,0.6797899552390938
256,3.785667657852173,1.576067566871643,3.6664969949728943,1.4991747929052228,3.9048383207314514,1.6529603408380633
1000,5.271955490112305,4.522780895233154,5.131323546117782,4.392523950525434,5.412587434106827,4.6530378399408745
2000,6.4283623695373535,5.633308410644531,6.273070653979266,5.487936708041393,6.583654085095441,5.7786801132476695
4000,7.061465740203857,6.154736042022705,6.89870654231088,6.002785298764789,7.224224938096834,6.306686785280621
8000,7.429711818695068,6.557889938354492,7.262762712955131,6.401041508866515,7.596660924435006,6.714738367842469
16000,7.563161849975586,6.7567009925842285,7.394720074748864,6.597492781369116,7.7316036252023075,6.915909203799341
33000,7.799956321716309,7.044374942779541,7.628898003429922,6.881812826465905,7.9710146400026956,7.206937059093177
66000,8.173108100891113,7.419318199157715,7.9980058478218385,7.252485909036642,8.348210353960388,7.586150489278788
131000,7.831320762634277,7.808110237121582,7.659918867688161,7.636962531749743,8.002722657580394,7.979257942493421
143000,7.819706439971924,8.07483196258545,7.6484316918768585,7.90078563684372,7.990981188066989,8.248878288327179
