step,mean_logit_token_js_div,mean_bigram_token_js_div,mean_bigram_logit_js_div,mean_unigram_logit_js_div,bottom_conf_logit_token_js_div,bottom_conf_bigram_token_js_div,bottom_conf_bigram_logit_js_div,bottom_conf_unigram_logit_js_div,top_conf_logit_token_js_div,top_conf_bigram_token_js_div,top_conf_bigram_logit_js_div,top_conf_unigram_logit_js_div
0,0.68798828125,0.5836572051048279,0.692899763584137,0.6929466128349304,0.6625868236975953,0.5602609125862231,0.6674077979922954,0.6674537854594909,0.7133897388024047,0.6070534976234326,0.7183917291759785,0.71843944021037
1,0.68798828125,0.5836572051048279,0.692899763584137,0.6929466128349304,0.6625868236975953,0.5602609125862231,0.6674077979922954,0.6674537854594909,0.7133897388024047,0.6070534976234326,0.7183917291759785,0.71843944021037
2,0.68798828125,0.5836572051048279,0.6929003000259399,0.6929470300674438,0.6625868236975953,0.5602609125862231,0.6674083245661824,0.6674541950172176,0.7133897388024047,0.6070534976234326,0.7183922754856975,0.7184398651176701
4,0.6879892349243164,0.5836572051048279,0.6929172277450562,0.6929637789726257,0.6625877597664451,0.5602609125862231,0.6674249408996888,0.6674706358364431,0.7133907100821877,0.6070534976234326,0.7184095145904235,0.7184569221088084
8,0.6884765625,0.5836572051048279,0.6932225823402405,0.6932587027549744,0.6630660925444192,0.5602609125862231,0.6677246791461783,0.6677601352844843,0.7138870324555808,0.6070534976234326,0.7187204855343027,0.7187572702254644
16,0.6875371932983398,0.5836572051048279,0.691688060760498,0.6914733052253723,0.6621440644999104,0.5602609125862231,0.6662183943555066,0.6660075930425058,0.7129303220967693,0.6070534976234326,0.7171577271654895,0.7169390174082388
32,0.6815881729125977,0.5836572051048279,0.6669985055923462,0.6663423776626587,0.6563051417498912,0.5602609125862231,0.6419875348905976,0.6413437116617531,0.7068712040753041,0.6070534976234326,0.6920094762940948,0.6913410436635643
64,0.6727848052978516,0.5836572051048279,0.6342204213142395,0.6568984389305115,0.6476655821360761,0.5602609125862231,0.6098317451042469,0.6320775556719564,0.6979040284596271,0.6070534976234326,0.6586090975242321,0.6817193221890665
128,0.638728141784668,0.5836572051048279,0.5597363710403442,0.6422639489173889,0.6142529477982075,0.5602609125862231,0.5368245356250246,0.617721104763427,0.6632033357711284,0.6070534976234326,0.5826482064556638,0.6668067930713508
256,0.5964155197143555,0.5836572051048279,0.5185613036155701,0.6436522603034973,0.5727648967303692,0.5602609125862231,0.4965082786170994,0.6190829046841998,0.6200661426983417,0.6070534976234326,0.5406143286140408,0.6682216159227948
1000,0.5805811882019043,0.5836572051048279,0.5395125150680542,0.6411350965499878,0.5572466292340674,0.5602609125862231,0.5170184017437022,0.6166138303098014,0.6039157471697412,0.6070534976234326,0.5620066283924062,0.6656563627901741
2000,0.6013822555541992,0.5836572051048279,0.5601819753646851,0.6357876658439636,0.5776333597626004,0.5602609125862231,0.5372610217445138,0.6113688743667384,0.625131151345798,0.6070534976234326,0.5831029289848563,0.6602064573211889
4000,0.6150898933410645,0.5836572051048279,0.5709671974182129,0.6326703429222107,0.5910718617018568,0.5602609125862231,0.547826646392582,0.6083114887473638,0.6391079249802721,0.6070534976234326,0.5941077484438437,0.6570291970970575
8000,0.6210546493530273,0.5836572051048279,0.5712775588035583,0.6241095662117004,0.5969204427786408,0.5602609125862231,0.5481307193625874,0.5999160753606181,0.6451888559274139,0.6070534976234326,0.5944243982445293,0.6483030570627828
16000,0.6317849159240723,0.5836572051048279,0.5892164707183838,0.6314036250114441,0.6074431129187622,0.5602609125862231,0.5657090188126074,0.6070691684216791,0.6561267189293823,0.6070534976234326,0.6127239226241602,0.655738081601209
33000,0.6269974708557129,0.5836572051048279,0.5742793679237366,0.5708720684051514,0.6027480700648941,0.5602609125862231,0.5510717949943504,0.5477334451868356,0.6512468716465317,0.6070534976234326,0.5974869408531227,0.5940106916234671
66000,0.6273670196533203,0.5836572051048279,0.5756438970565796,0.5651290416717529,0.6031104736846739,0.5602609125862231,0.5524087690534469,0.5421071010182118,0.6516235656219668,0.6070534976234326,0.5988790250597122,0.5881509823252941
131000,0.6398019790649414,0.5836572051048279,0.6000921130180359,0.6233043074607849,0.6153062197262269,0.5602609125862231,0.5763687051009857,0.599126429500063,0.6642977384036559,0.6070534976234326,0.6238155209350861,0.6474821854215068
143000,0.6507444381713867,0.5836572051048279,0.6125754117965698,0.629378616809845,0.6260400928404484,0.5602609125862231,0.5886065231735481,0.6050832137239007,0.6754487835023251,0.6070534976234326,0.6365443004195915,0.6536740198957892
