step,mean_bigram_logit_kl_div,mean_unigram_logit_kl_div,bottom_conf_bigram_logit_kl_div,bottom_conf_unigram_logit_kl_div,top_conf_bigram_logit_kl_div,top_conf_unigram_logit_kl_div
0,3.286198616027832,3.1057021617889404,3.175167420294957,2.9977632550783033,3.397229811760707,3.2136410684995775
1,3.286198616027832,3.1057021617889404,3.175167420294957,2.9977632550783033,3.397229811760707,3.2136410684995775
2,3.2861850261688232,3.1010913848876953,3.1751540600173023,2.993232631882393,3.397215992320344,3.2089501378929977
4,3.2858316898345947,2.925462007522583,3.17480669296491,2.820702042708095,3.3968566867042793,3.030221972337071
8,3.2880468368530273,2.4409303665161133,3.1769844224771613,2.3452383276829463,3.3991092512288934,2.5366224053492803
16,3.3394219875335693,1.8721424341201782,3.227495270916811,1.7883378922537139,3.4513487041503277,1.9559469759866426
32,3.3572731018066406,1.9034440517425537,3.2450476278608487,1.8189418216137436,3.4694985757524326,1.9879462818713638
64,3.353715419769287,1.9601024389266968,3.2415494239134195,1.8743517738220021,3.4658814156251547,2.045853104031391
128,3.481076717376709,1.3209751844406128,3.3668007490586116,1.2505795962125148,3.5953526856948064,1.3913707726687108
256,3.832108974456787,1.3535501956939697,3.7122095666599697,1.2822919221988538,3.9520083822536045,1.4248084691890857
1000,5.118762969970703,4.109978199005127,4.980189330780014,3.985807858573921,5.257336609161392,4.234148539436333
2000,6.637218952178955,5.742602825164795,6.479424698008701,5.595827685320738,6.795013206349209,5.889377965008852
4000,7.6057610511779785,6.68764591217041,7.436845571324531,6.529253363138413,7.774676531031426,6.846038461202407
8000,8.176640510559082,7.289427757263184,8.001500422062568,7.124062286791954,8.351780599055596,7.454793227734413
16000,8.433121681213379,7.476628303527832,8.255255944267828,7.309152909621444,8.61098741815893,7.64410369743422
33000,8.762147903442383,7.917507171630859,8.580845566300711,7.745164688741222,8.943450240584054,8.089849654520496
66000,9.065674781799316,8.239081382751465,8.881258959104404,8.063273837906536,9.250090604494229,8.414888927596394
131000,9.380208969116211,8.678007125854492,9.192621264408817,8.49757738975859,9.567796673823604,8.858436861950395
143000,9.381125450134277,8.60538101196289,9.19352858164535,8.425707869074943,9.568722318623205,8.785054154850839
