step,index,mean_bigram_logit_kl_div,mean_unigram_logit_kl_div,mean_unigram_logit_js_div,mean_bigram_logit_js_div,mean_bigram_token_js_div,mean_logit_token_js_div,bottom_conf_bigram_logit_kl_div,bottom_conf_unigram_logit_kl_div,bottom_conf_unigram_logit_js_div,bottom_conf_bigram_logit_js_div,bottom_conf_bigram_token_js_div,bottom_conf_logit_token_js_div,top_conf_bigram_logit_kl_div,top_conf_unigram_logit_kl_div,top_conf_unigram_logit_js_div,top_conf_bigram_logit_js_div,top_conf_bigram_token_js_div,top_conf_logit_token_js_div
71000,1023.5,5.350933209251263,7.8378026098024485,0.5911686804314571,0.4581833415213669,0.6192204810054132,0.34663502778931743,3.5493726184650143,6.041657114798305,0.5464630589080739,0.3735407007083103,0.5562088445020461,0.18931129069267577,7.1524938000375125,9.633948104806592,0.6358743019548403,0.5428259823344235,0.6822321175087803,0.503958764885959
72000,1023.5,5.346238886317257,7.782900245353931,0.5909330752930476,0.4587350008556097,0.6192204810054132,0.34614766949162584,3.552542486530079,5.982619680716254,0.5460353536034713,0.37438243642615443,0.5562088445020461,0.18890867448910142,7.139935286104436,9.583180809991608,0.635830796982624,0.543087565285065,0.6822321175087803,0.5033866644941503
73000,1023.5,5.357237956651566,7.812295000161529,0.5918034353129646,0.4592049795051688,0.6192204810054132,0.3467757684753706,3.5570276042786344,5.989487196037518,0.5471165364267101,0.3747294281790222,0.5562088445020461,0.18992730515094153,7.157448309024498,9.63510280428554,0.6364903341992192,0.5436805308313154,0.6822321175087803,0.5036242317997998
74000,1023.5,5.372584915587923,7.79912360424795,0.5914293663755076,0.4592397751787375,0.6192204810054132,0.34591574667615504,3.5405202609523956,5.9564629185246165,0.5462756844193997,0.37442226660531874,0.5562088445020461,0.1884902034696339,7.204649570223449,9.641784289971284,0.6365830483316154,0.5440572837521562,0.6822321175087803,0.5033412898826762
75000,1023.5,5.40875952483031,7.840332270019899,0.5927881988463122,0.461387212088498,0.6192204810054132,0.34571251845417744,3.5931721985139236,6.019767371822026,0.5483860561385285,0.37689890784210317,0.5562088445020461,0.18822040349327246,7.224346851146696,9.660897168217772,0.6371903415540959,0.5458755163348927,0.6822321175087803,0.5032046334150824
76000,1023.5,5.3702372662201725,7.782874089533679,0.5919709835021221,0.45995218392527776,0.6192204810054132,0.3453407757984782,3.568509040515789,5.999592241724812,0.5474603235675236,0.37553516396632264,0.5562088445020461,0.18801508414479456,7.1719654919245555,9.566155937342545,0.6364816434367205,0.5443692038842328,0.6822321175087803,0.5026664674521618
77000,1023.5,5.32061143977459,7.721522970736771,0.5908186343057072,0.45901016777258974,0.6192204810054132,0.3472811508121964,3.525936553634853,5.93097406872306,0.5459788063311395,0.3745825928484007,0.5562088445020461,0.1904544828657556,7.115286325914326,9.512071872750482,0.635658462280275,0.5434377426967788,0.6822321175087803,0.5041078187586372
78000,1023.5,5.415340894654267,7.862474566274064,0.593058084038066,0.46091129095986644,0.6192204810054132,0.3453821811242855,3.603694682378079,6.061151923001655,0.5490977749496799,0.376721939092063,0.5562088445020461,0.1884997485272375,7.226987106930456,9.663797209546473,0.637018393126452,0.5451006428276699,0.6822321175087803,0.5022646137213335
79000,1023.5,5.460313872613683,7.917384582867022,0.5924722398235519,0.4611082765734461,0.6192204810054132,0.345251695319494,3.601226640431143,6.047104896340354,0.5476568671126516,0.37655412119977183,0.5562088445020461,0.1880889343357211,7.3194011047962215,9.78766426939369,0.6372876125344521,0.5456624319471203,0.6822321175087803,0.5024144563032669
80000,1023.5,5.389367070023801,7.806316434256192,0.5913873379598887,0.45974072063085986,0.6192204810054132,0.3456198398604467,3.556816680943597,5.965346991359315,0.5462862908582954,0.3753017534918627,0.5562088445020461,0.18856038726496943,7.221917459104005,9.647285877153069,0.6364883850614821,0.5441796877698571,0.6822321175087803,0.502679292455924
81000,1023.5,5.369771603438891,7.776897162315665,0.5916578559365638,0.459966800869269,0.6192204810054132,0.34573814521898993,3.571953807114595,5.99307476850912,0.5469834694526547,0.3756156233867832,0.5562088445020461,0.1887896464228846,7.1675893997631865,9.56071955612221,0.636332242420473,0.5443179783517548,0.6822321175087803,0.5026866440150953
82000,1023.5,5.474036530077756,7.906160065869856,0.5932098970945873,0.4622947406627812,0.6192204810054132,0.3442695065831333,3.6241958584767002,6.040615399985566,0.5486819038802341,0.3779349292012195,0.5562088445020461,0.18664850767140398,7.323877201678812,9.771704731754145,0.6377378903089403,0.5466545521243429,0.6822321175087803,0.5018905054948627
83000,1023.5,5.411199397276708,7.871588666024851,0.592199853023691,0.46041641842312747,0.6192204810054132,0.3455016700599895,3.589073070999663,6.059429890332417,0.5476981936883267,0.37599791787907455,0.5562088445020461,0.18831129053976445,7.233325723553754,9.683747441717284,0.6367015123590553,0.5448349189671804,0.6822321175087803,0.5026920495802145
84000,1023.5,5.3678236317385215,7.803341058733838,0.5922651750066797,0.46009751007886585,0.6192204810054132,0.34559033813198453,3.58523541892934,6.037250639455049,0.5478057883086819,0.3757879497761868,0.5562088445020461,0.18880397528369802,7.150411844547704,9.569431478012627,0.6367245617046776,0.5444070703815449,0.6822321175087803,0.5023767009802711
85000,1023.5,5.3866757554550535,7.801292330932575,0.5910841796140334,0.45912827612436125,0.6192204810054132,0.34608854203891404,3.559109705133251,5.975150955458537,0.5461596427837011,0.3745140060674959,0.5562088445020461,0.18916856662309386,7.214241805776856,9.627433706406613,0.6360087164443655,0.5437425461812266,0.6822321175087803,0.5030085174547342
86000,1023.5,5.355923176236852,7.799327895168297,0.5915505371929488,0.4592181752940418,0.6192204810054132,0.3456968579682384,3.5670403815242175,6.022148787853534,0.5469809039000101,0.3748693883788543,0.5562088445020461,0.18892866162904298,7.144805970949488,9.57650700248306,0.6361201704858874,0.5435669622092293,0.6822321175087803,0.5024650543074338
87000,1023.5,5.445078508474696,7.899111555410988,0.5923846480452332,0.46140262561737555,0.6192204810054132,0.34483452382659063,3.604233922407154,6.0363558692572035,0.5475017655726238,0.3769313415409772,0.5562088445020461,0.1877712934424579,7.2859230945422375,9.761867241564772,0.6372675305178426,0.5458739096937739,0.6822321175087803,0.5018977542107235
88000,1023.5,5.467573566251486,7.949576620589715,0.5931236941615503,0.46081169118856136,0.6192204810054132,0.34362836703813937,3.6409789375782395,6.129301217922606,0.5486139245331753,0.37619717341369313,0.5562088445020461,0.1863996621315117,7.294168194924733,9.769852023256824,0.6376334637899255,0.5454262089634295,0.6822321175087803,0.500857071944767
89000,1023.5,5.41401759305038,7.865913039863914,0.5918315078492744,0.46021756702152483,0.6192204810054132,0.3442193460727734,3.5775939390055504,6.03096302197803,0.5468655107887104,0.37563105136471947,0.5562088445020461,0.18695283043268485,7.250441247095208,9.7008630577498,0.6367975049098386,0.5448040826783302,0.6822321175087803,0.5014858617128619
90000,1023.5,5.4282594567986715,7.8970545961774095,0.5921889701801886,0.4610501301018008,0.6192204810054132,0.34493059752540317,3.602998714649694,6.057222798031743,0.5474129345651179,0.37680183401756884,0.5562088445020461,0.1879777858003961,7.2535201989476485,9.736886394323076,0.6369650057952594,0.5452984261860326,0.6822321175087803,0.5018834092504102
91000,1023.5,5.550195527746805,8.023375248145049,0.5942430419794538,0.4631437542658471,0.6192204810054132,0.3431396842381553,3.673938441659993,6.155836011001819,0.5502880397923541,0.3788301886776574,0.5562088445020461,0.18575929788092652,7.426452613833617,9.89091448528828,0.6381980441665535,0.5474573198540368,0.6822321175087803,0.5005200705953841
92000,1023.5,5.4545397670219495,7.941731463979843,0.5924661038597818,0.46059204949707794,0.6192204810054132,0.3437454014601848,3.6094617239910223,6.106006123158009,0.5478942375186149,0.3760685018462257,0.5562088445020461,0.18653609823808834,7.299617810052878,9.777456804801677,0.6370379702009489,0.5451155971479302,0.6822321175087803,0.5009547046822813
93000,1023.5,5.4368070514998745,7.92527614518088,0.5925125075148946,0.4608899178540339,0.6192204810054132,0.34427128121463524,3.6087209969712806,6.094858883019272,0.5479840801829371,0.37651122461409037,0.5562088445020461,0.18740363200305,7.2648931060284685,9.755693407342488,0.6370409348468521,0.5452686110939774,0.6822321175087803,0.5011389304262205
94000,1023.5,5.492155901154797,7.983935679576601,0.5934925346870087,0.4615662835459252,0.6192204810054132,0.34415572306282655,3.6499436049026412,6.142313122312312,0.5493124539855383,0.3771648069527025,0.5562088445020461,0.1872636005623325,7.3343681974069534,9.825558236840891,0.6376726153884792,0.5459677601391479,0.6822321175087803,0.5010478455633206
95000,1023.5,5.432861172245449,7.9039305505441515,0.5923319304462178,0.4604883691970965,0.6192204810054132,0.34415320590048437,3.6099734596801896,6.081288396535766,0.5478186809104619,0.376136209491547,0.5562088445020461,0.18733889469533976,7.255748884810709,9.726572704552538,0.6368451799819735,0.544840528902646,0.6822321175087803,0.500967517105629
96000,1023.5,5.385091506901989,7.878958767851901,0.5923784644604893,0.4596907451237967,0.6192204810054132,0.3429395708353423,3.6053789729549224,6.108988893035181,0.5480968548561088,0.3752661306194558,0.5562088445020461,0.1859159447890252,7.164804040849056,9.64892864266862,0.6366600740648698,0.5441153596281376,0.6822321175087803,0.4999631968816594
97000,1023.5,5.422902161479158,7.899482349496692,0.592311884174671,0.4605145619168183,0.6192204810054132,0.34402308778708535,3.6099004792699767,6.081166896911649,0.5478931384998499,0.3762887138208417,0.5562088445020461,0.1871766961116675,7.235903843688339,9.717797802081735,0.636730629849492,0.5447404100127948,0.6822321175087803,0.5008694794625032
98000,1023.5,5.52503111261407,8.03087511960293,0.5940290603802215,0.46270342549795757,0.6192204810054132,0.3429419233936733,3.6670445619115357,6.174270126365941,0.5498389321470802,0.37830328108161987,0.5562088445020461,0.18558945587721323,7.383017663316605,9.88748011283992,0.6382191886133628,0.5471035699142952,0.6822321175087803,0.5002943909101334
99000,1023.5,5.458366865780615,7.921707047916933,0.5928526708675906,0.46099313314481877,0.6192204810054132,0.3427868933741583,3.639292333844969,6.12368704482986,0.548469217958031,0.37644509003866394,0.5562088445020461,0.18581531359569117,7.27744139771626,9.719727051004007,0.6372361237771501,0.5455411762509735,0.6822321175087803,0.49975847315262545
100000,1023.5,5.519191714580914,8.039680493250266,0.5943491940644205,0.4630741103168774,0.6192204810054132,0.34231037950094856,3.6820260479674296,6.205211422121069,0.5503231752786155,0.37885524798987513,0.5562088445020461,0.18517233825946486,7.356357381194398,9.874149564379463,0.6383752128502255,0.5472929726438797,0.6822321175087803,0.4994484207424323
101000,1023.5,5.532046670565408,8.034714445208452,0.5938723265628052,0.46270993481119604,0.6192204810054132,0.3423737334548081,3.669375525674255,6.175099400353682,0.5497301328106292,0.37848348325492404,0.5562088445020461,0.18530410674523687,7.39471781545656,9.894329490063225,0.6380145203149811,0.5469363863674681,0.6822321175087803,0.4994433601643793
102000,1023.5,5.436101608374007,7.89130058027235,0.5925845428363642,0.46185662000707184,0.6192204810054132,0.3432735010136537,3.6317487453739568,6.085386993633406,0.5477824356410396,0.37744708774906494,0.5562088445020461,0.18621231720536272,7.240454471374057,9.697214166911294,0.6373866500316888,0.5462661522650788,0.6822321175087803,0.5003346848219448
103000,1023.5,5.549221285769434,8.060509623206919,0.5941687527190687,0.46276469700661116,0.6192204810054132,0.3414291675832302,3.6987059157489486,6.217848952919533,0.5502642795449892,0.37848289700591864,0.5562088445020461,0.1842236034622041,7.39973665578992,9.903170293494306,0.6380732258931482,0.5470464970073036,0.6822321175087803,0.4986347317042563
104000,1023.5,5.446701194552629,7.94998945288342,0.593047555717131,0.46150900038147247,0.6192204810054132,0.3428045694607029,3.6386006689459482,6.137925857151048,0.5487029412822859,0.3772907751732396,0.5562088445020461,0.18609557566884685,7.25480172015931,9.762053048615792,0.637392170151976,0.5457272255897053,0.6822321175087803,0.499513563252559
105000,1023.5,5.466858617186662,7.981797889286225,0.5934089585307183,0.4615756501184502,0.6192204810054132,0.34240838933326756,3.6527423463593918,6.1629794867637555,0.5490490276819593,0.3772774919344133,0.5562088445020461,0.18553831795886228,7.280974888013932,9.800616291808696,0.6377688893794773,0.5458738083024871,0.6822321175087803,0.4992784607076728
106000,1023.5,5.479803846995143,7.956955284153902,0.5931375822226916,0.4620219715065705,0.6192204810054132,0.34275467116391534,3.6486734048686134,6.130573500653978,0.5486901530164728,0.37771891366267024,0.5562088445020461,0.18593500229956628,7.310934289121672,9.783337067653825,0.6375850114289103,0.5463250293504708,0.6822321175087803,0.4995743400282644
107000,1023.5,5.4549445977414095,7.940715775224528,0.5929780153492743,0.4622820172686433,0.6192204810054132,0.3428940169293451,3.641497213299613,6.137745814606037,0.5484190304936983,0.3779244108138487,0.5562088445020461,0.18597456986529565,7.268391982183205,9.74368573584302,0.6375370002048503,0.546639623723438,0.6822321175087803,0.4998134639933946
108000,1023.5,5.432771721419607,7.900674585952227,0.5922101114684938,0.46076025221442884,0.6192204810054132,0.34267339223703713,3.627725217540422,6.112067099261378,0.5474089230843244,0.3761535025337869,0.5562088445020461,0.1856663961766516,7.237818225298792,9.689282072643076,0.637011299852663,0.5453670018950708,0.6822321175087803,0.4996803882974227
109000,1023.5,5.522859154131004,8.03038095777761,0.5939968377180067,0.4630871772494097,0.6192204810054132,0.3418654676389501,3.6764668434096532,6.192247752607614,0.5498403855332239,0.37885032245551853,0.5562088445020461,0.1849139113951094,7.369251464852356,9.868514162947603,0.6381532899027896,0.5473240320433008,0.6822321175087803,0.4988170238827908
110000,1023.5,5.4507618293135085,7.937036996644142,0.5922708916662004,0.460552132089547,0.6192204810054132,0.3418932808848402,3.6245336425774344,6.1155056955302145,0.5473303054501198,0.3754872517509329,0.5562088445020461,0.18465533758420094,7.276990016049583,9.75856829775807,0.6372114778822809,0.5456170124281611,0.6822321175087803,0.49913122418547945
111000,1023.5,5.351322895391168,7.760476470400473,0.5909328959314741,0.4584886836650243,0.6192204810054132,0.3437804595908634,3.553341810225389,5.990476750736122,0.5457522511872743,0.37349246044949064,0.5562088445020461,0.18690482512614287,7.149303980556948,9.530476190064824,0.6361135406756739,0.5434849068805581,0.6822321175087803,0.500656094055584
112000,1023.5,5.349454307047854,7.790644111934265,0.5921333935912497,0.46019529636551987,0.6192204810054132,0.34263123148177715,3.6064471067528165,6.0846696691428654,0.5474348590504533,0.37564550388694873,0.5562088445020461,0.18578552312763372,7.092461507342892,9.496618554725664,0.6368319281320461,0.544745088844091,0.6822321175087803,0.4994769398359206
113000,1023.5,5.2065304948588444,7.504494617375623,0.5891344581963792,0.45773841821403755,0.6192204810054132,0.34481720293485957,3.4904245950740185,5.813832682681101,0.5433557367945093,0.3730173061346079,0.5562088445020461,0.1881910917933147,6.922636394643671,9.195156552070145,0.6349131795982492,0.5424595302934673,0.6822321175087803,0.5014433140764044
114000,1023.5,5.352068269179085,7.74480034933708,0.5911375822189744,0.459789062084661,0.6192204810054132,0.34309126253490835,3.578303087208878,6.0122731813129136,0.5457723213787342,0.37492583827847364,0.5562088445020461,0.18597438849377582,7.125833451149292,9.477327517361246,0.6365028430592147,0.5446522858908484,0.6822321175087803,0.5002081365760409
115000,1023.5,5.301232883211644,7.660069395844304,0.5911142550647536,0.46071809384992174,0.6192204810054132,0.34414104554859914,3.5673846882019284,5.941383350509007,0.545935215880984,0.3765113062735265,0.5562088445020461,0.18701531153307513,7.03508107822136,9.378755441179601,0.6362932942485231,0.5449248814263169,0.6822321175087803,0.5012667795641231
116000,1023.5,5.432838203485481,7.910801407253386,0.5931941275379139,0.46174370552119254,0.6192204810054132,0.34278127474193226,3.62841252312517,6.112211960584398,0.548560871734393,0.3773947524894077,0.5562088445020461,0.18527835517771232,7.237263883845792,9.709390853922374,0.6378273833414346,0.5460926585529774,0.6822321175087803,0.5002841943061522
117000,1023.5,5.38892933181442,7.8383746406299775,0.5912154677337904,0.4597797866958698,0.6192204810054132,0.3427517266793692,3.591520604109083,6.052733912235172,0.5459147861898669,0.3751985014532184,0.5562088445020461,0.18561514513238442,7.186338059519756,9.624015369024784,0.636516149277714,0.5443610719385211,0.6822321175087803,0.499888308226354
118000,1023.5,5.304841865980435,7.721755113820677,0.5903531192225704,0.4585349691552556,0.6192204810054132,0.34410195855292575,3.53798876338976,5.948444366651514,0.5448650967172872,0.37391397806555826,0.5562088445020461,0.18722359616083045,7.0716949685711095,9.495065860989842,0.6358411417278534,0.5431559602449529,0.6822321175087803,0.5009803209450211
119000,1023.5,5.351921388828211,7.749573683419203,0.589711017924797,0.45790067991656735,0.6192204810054132,0.3440649967153229,3.5353073346341577,5.939139628058103,0.5436510249391128,0.3729387429336649,0.5562088445020461,0.187119705427989,7.1685354430222645,9.560007738780302,0.6357710109104813,0.5428626168994698,0.6822321175087803,0.5010102880026569
120000,1023.5,5.386112915369796,7.823042075617048,0.5926584308745219,0.4608834029178681,0.6192204810054132,0.34307422979337315,3.616361332570598,6.090431978908613,0.5483577942452911,0.37674929007209,0.5562088445020461,0.18610334904973447,7.1558644981689925,9.555652172325482,0.6369590675037526,0.5450175157636462,0.6822321175087803,0.5000451105370118
121000,1023.5,5.428956298811849,7.910406965331114,0.591938401403917,0.46039371874411483,0.6192204810054132,0.34342287082548245,3.605738207987216,6.1068147034950195,0.5468872270538994,0.3756088026709663,0.5562088445020461,0.1864901295797558,7.252174389636483,9.713999227167207,0.6369895757539346,0.5451786348172634,0.6822321175087803,0.5003556120712092
122000,1023.5,5.397311066228452,7.881556987002885,0.5924990607560806,0.4607758015784212,0.6192204810054132,0.3427219425524512,3.6257826032879192,6.135108492830642,0.5476597168253114,0.3761767502116597,0.5562088445020461,0.1857599517878128,7.168839529168985,9.62800548117513,0.6373384046868498,0.5453748529451826,0.6822321175087803,0.49968393331708966
123000,1023.5,5.422076413065621,7.897742750643524,0.5919676484889593,0.46022871533648896,0.6192204810054132,0.3429233975264951,3.619488201438418,6.117909645959758,0.5470564897559058,0.3756765278686302,0.5562088445020461,0.18599860865519388,7.224664624692825,9.67757585532729,0.6368788072220128,0.5447809028043478,0.6822321175087803,0.4998481863977963
124000,1023.5,5.49487153819223,8.021313921768208,0.5931305305919607,0.461430798679215,0.6192204810054132,0.34213834298103024,3.6495458580444122,6.187670613963309,0.548551882604045,0.37677046797793434,0.5562088445020461,0.18517196203328865,7.340197218340048,9.854957229573106,0.6377091785798765,0.5460911293804956,0.6822321175087803,0.49910472392877187
125000,1023.5,5.479856620276169,8.028044986724339,0.5928529157305207,0.4607381933461322,0.6192204810054132,0.34223232757983474,3.653478496355498,6.219776170871957,0.5482701062500239,0.37595644742419554,0.5562088445020461,0.1851564486730418,7.30623474419684,9.83631380257672,0.6374357252110174,0.545519939268069,0.6822321175087803,0.49930820648662766
126000,1023.5,5.5298608142299,8.044846896206927,0.5939637691396519,0.4625163819112714,0.6192204810054132,0.34083104840008976,3.6734786767805807,6.20928415457315,0.5497817635345936,0.3780363395224902,0.5562088445020461,0.1835997219264927,7.38624295167922,9.880409637840703,0.6381457747447101,0.5469964243000526,0.6822321175087803,0.4980623748736869
127000,1023.5,5.486082828320242,8.02383742491486,0.5936454147418618,0.46217011726283597,0.6192204810054132,0.34215368164149335,3.667470325957899,6.210767813728896,0.5493270662325793,0.3776823781856026,0.5562088445020461,0.1850815589251314,7.304695330682584,9.836907036100824,0.6379637632511445,0.5466578563400694,0.6822321175087803,0.49922580435785524
128000,1023.5,5.4719298178330416,7.9813116747922885,0.5928499489503958,0.4617665978994173,0.6192204810054132,0.3427192660774784,3.659482826057242,6.185974999018115,0.548137422112164,0.37731515851920516,0.5562088445020461,0.18601201838183276,7.284376809608842,9.776648350566463,0.6375624757886275,0.5462180372796295,0.6822321175087803,0.49942651377312397
129000,1023.5,5.460539243032335,8.009895885296938,0.5927509236655155,0.46077313619777505,0.6192204810054132,0.34236964182283336,3.644743507670995,6.199267726804747,0.5480312215507527,0.3760905581167156,0.5562088445020461,0.18562877229487748,7.276334978393675,9.820524043789131,0.6374706257802782,0.5454557142788345,0.6822321175087803,0.49911051135078927
130000,1023.5,5.421380258974139,7.923404934545829,0.5929763876514844,0.4616864255542401,0.6192204810054132,0.3424288064075112,3.6282042147491054,6.151223726803958,0.5482833391892927,0.37707746659723435,0.5562088445020461,0.18533977813719332,7.214556303199172,9.695586142287699,0.6376694361136761,0.5462953845112459,0.6822321175087803,0.4995178346778292
131000,1023.5,5.541373219602939,8.082801310534379,0.5935046831221018,0.4621596686938624,0.6192204810054132,0.3417478523769206,3.683650247924029,6.238610574898555,0.548786240832723,0.3774460895964917,0.5562088445020461,0.18470614605533095,7.399096191281847,9.926992046170202,0.6382231254114806,0.5468732477912331,0.6822321175087803,0.4987895586985103
132000,1023.5,5.5049539072099485,8.02312050660179,0.5941083861378095,0.46259545833613186,0.6192204810054132,0.3419699669715715,3.6900628013934234,6.238726788814263,0.5501461710442995,0.3784263504988913,0.5562088445020461,0.18497460420354908,7.319845013026474,9.807514224389319,0.6380706012313193,0.5467645661733724,0.6822321175087803,0.49896532973959384
133000,1023.5,5.497541626363302,8.015677529886148,0.5933328547917646,0.4622634698310756,0.6192204810054132,0.3426880648449667,3.673218902825002,6.18998757243381,0.5488019796502996,0.3778336232933886,0.5562088445020461,0.18587412455110247,7.321864349901601,9.841367487338482,0.6378637299332294,0.5466933163687625,0.6822321175087803,0.49950200513883103
134000,1023.5,5.43014672835346,7.949952927198172,0.5921577043276075,0.4605952510252494,0.6192204810054132,0.34255935006342814,3.637580097080625,6.166841926233478,0.5472976612171083,0.37602269842333574,0.5562088445020461,0.1855349336731338,7.222713359626295,9.733063928162865,0.6370177474381067,0.5451678036271631,0.6822321175087803,0.49958376645372243
135000,1023.5,5.519409584188992,8.055511467535812,0.5943068593352291,0.46313220061621047,0.6192204810054132,0.34097285071163,3.694022597589595,6.238623019130364,0.5501900699152458,0.37884789910465066,0.5562088445020461,0.18365148652178043,7.344796570788388,9.87239991594126,0.6384236487552123,0.5474165021277703,0.6822321175087803,0.4982942149014796
136000,1023.5,5.482436476658889,7.980146530165931,0.5935502298125526,0.46196810159580504,0.6192204810054132,0.34216705436654254,3.6568338336875574,6.18782442232073,0.5491007225222219,0.3773449091269246,0.5562088445020461,0.1850360479414281,7.308039119630222,9.772468638011132,0.6379997371028832,0.5465912940646855,0.6822321175087803,0.499298060791657
137000,1023.5,5.549822977241573,8.098381774763501,0.5942347899776852,0.46320725899337917,0.6192204810054132,0.34172010684592097,3.7096014458339455,6.263999909724443,0.5500056183593995,0.37878744579601364,0.5562088445020461,0.1845790122007832,7.3900445086492,9.93276363980256,0.6384639615959709,0.5476270721907447,0.6822321175087803,0.49886120149105867
138000,1023.5,5.463873755806843,7.9442916576589795,0.5924767708123494,0.4610731511256738,0.6192204810054132,0.34195758684068683,3.660562347606714,6.162010015809646,0.5477594745685476,0.37660186501048315,0.5562088445020461,0.18492731058466794,7.267185164006973,9.726573299508313,0.6371940670561511,0.5455444372408645,0.6822321175087803,0.49898786309670573
139000,1023.5,5.525111163011273,8.066243336825986,0.5940546611782819,0.46264309050755525,0.6192204810054132,0.34133695088657223,3.6864656342924564,6.238620679720452,0.5501182568254762,0.37845068673536264,0.5562088445020461,0.18411434410493865,7.36375669173009,9.89386599393152,0.6379910655310875,0.546835494279748,0.6822321175087803,0.4985595576682058
140000,1023.5,5.474387066803635,7.9735293593323044,0.5923435560253758,0.46096917716134417,0.6192204810054132,0.3417997000967462,3.6528749436248265,6.172715752415264,0.54754836763344,0.37641959576251527,0.5562088445020461,0.18480924749514654,7.295899189982443,9.774342966249344,0.6371387444173117,0.5455187585601731,0.6822321175087803,0.4987901526983459
141000,1023.5,5.45486436769755,7.95249899192013,0.5928132767632269,0.46172125419820115,0.6192204810054132,0.34268723754856495,3.647257106301797,6.163331442603319,0.5482964325772539,0.37757389417550835,0.5562088445020461,0.18575095877872264,7.262471629093304,9.741666541236942,0.6373301209491998,0.5458686142208939,0.6822321175087803,0.49962351631840723
142000,1023.5,5.5425404805806595,8.072796618167645,0.5942420070349682,0.46286939260450555,0.6192204810054132,0.3412772045264761,3.7029914524228458,6.270998978055761,0.55023591322687,0.3784731184586777,0.5562088445020461,0.18414785785025345,7.382089508738472,9.87459425827953,0.6382481008430664,0.5472656667503334,0.6822321175087803,0.4984065512026987
143000,1023.5,5.493517532637664,7.969083323671239,0.5930117271703197,0.46155517060946805,0.6192204810054132,0.3414357280934324,3.671519090260763,6.183272280045552,0.548465389913091,0.37679341971793306,0.5562088445020461,0.1845721861648934,7.315515975014566,9.754894367296925,0.6375580644275484,0.5463169215010031,0.6822321175087803,0.4982992700219714
