step,index,mean_bigram_logit_kl_div,mean_unigram_logit_kl_div,mean_unigram_logit_js_div,mean_bigram_logit_js_div,mean_bigram_token_js_div,mean_logit_token_js_div,bottom_conf_bigram_logit_kl_div,bottom_conf_unigram_logit_kl_div,bottom_conf_unigram_logit_js_div,bottom_conf_bigram_logit_js_div,bottom_conf_bigram_token_js_div,bottom_conf_logit_token_js_div,top_conf_bigram_logit_kl_div,top_conf_unigram_logit_kl_div,top_conf_unigram_logit_js_div,top_conf_bigram_logit_js_div,top_conf_bigram_token_js_div,top_conf_logit_token_js_div
12000,1023.5,4.84720681053441,7.042218712992047,0.5823650805120617,0.44493073592735843,0.6192204810054132,0.36427153262427187,3.210430635696203,5.4363470284487265,0.5351009467676127,0.3594935230419716,0.5562088445020461,0.20676211862965627,6.4839829853726165,8.648090397535366,0.6296292142565107,0.5303679488127453,0.6822321175087803,0.5217809466188874
13000,1023.5,4.845113620564421,7.050461009631643,0.5816047316585078,0.4439623362887767,0.6192204810054132,0.3643487076372104,3.1943951284375824,5.416712271252263,0.5341521419912609,0.358292562591553,0.5562088445020461,0.20707019505540386,6.495832112691259,8.684209748011023,0.6290573213257545,0.5296321099860004,0.6822321175087803,0.5216272202190169
14000,1023.5,4.789698391832661,6.977163719257521,0.5788668962616751,0.4405655889728103,0.6192204810054132,0.3649845252713555,3.1379052964552345,5.335663981099625,0.5304443937157739,0.3547629144046944,0.5562088445020461,0.20832679923527414,6.4414914872100875,8.618663457415417,0.6272893988075763,0.5263682635409263,0.6822321175087803,0.5216422513074368
15000,1023.5,4.939934878684185,7.169029648985004,0.5833525245138595,0.4471645929907306,0.6192204810054132,0.36219468941831096,3.242291484791422,5.484910879747947,0.5358003199003764,0.3616079158618527,0.5562088445020461,0.2048348069334963,6.637578272576948,8.85314841822206,0.6309047291273426,0.5327212701196085,0.6822321175087803,0.5195545719031256
16000,1023.5,4.872968243855602,7.07640549522306,0.582149645545454,0.44580439435033514,0.6192204810054132,0.3620922652202544,3.231985583804832,5.454518192980607,0.5345145088377267,0.36043730960014053,0.5562088445020461,0.20498896219644724,6.513950903906371,8.698292797465513,0.6297847822531812,0.5311714791005298,0.6822321175087803,0.5191955682440614
17000,1023.5,5.01663952074796,7.278214166174178,0.584245898593725,0.4480062686947382,0.6192204810054132,0.3606517283408342,3.277333675179496,5.54355743123104,0.5368593295171745,0.3623624924994776,0.5562088445020461,0.20312460056373605,6.755945366316424,9.012870901117314,0.6316324676702754,0.5336500448899988,0.6822321175087803,0.5181788561179324
18000,1023.5,4.961894987781108,7.197183221198885,0.5838093497556729,0.4481534569287256,0.6192204810054132,0.36012248725280877,3.2706743549896076,5.511669716038364,0.5367987650223974,0.36308613242628063,0.5562088445020461,0.20312275569978872,6.653115620572608,8.882696726359406,0.6308199344889485,0.5332207814311706,0.6822321175087803,0.5171222188058288
19000,1023.5,5.101764387540773,7.353369964735906,0.5862268530486259,0.45148325900856684,0.6192204810054132,0.35802110088040473,3.3477870891778494,5.610220120140679,0.5396743913332884,0.36609485466306635,0.5562088445020461,0.1999173617950701,6.8557416859036975,9.096519809331134,0.6327793147639633,0.5368716633540673,0.6822321175087803,0.5161248399657394
20000,1023.5,5.072688896929994,7.325505382088424,0.5853893637446207,0.4503567218422548,0.6192204810054132,0.35926660532523313,3.3098311281551283,5.573792986350352,0.5384302774676781,0.36491088859639104,0.5562088445020461,0.2019204857450279,6.835546665704859,9.077217777826496,0.6323484500215631,0.5358025550881185,0.6822321175087803,0.5166127249054383
21000,1023.5,5.023223783403908,7.2940351087256285,0.5850569869311841,0.44957840399051274,0.6192204810054132,0.3585665642667091,3.309011832463405,5.579005255963163,0.538350604667768,0.3645970265882969,0.5562088445020461,0.2013276804054231,6.737435734344412,9.009064961488093,0.6317633691946003,0.5345597813927285,0.6822321175087803,0.5158054481279951
22000,1023.5,5.092367116863439,7.360187148105278,0.58684222570631,0.45156142745395733,0.6192204810054132,0.3571612361552904,3.3643759980566017,5.653903657788053,0.5409985771929534,0.36683483393702887,0.5562088445020461,0.19970283380954174,6.820358235670276,9.066470638422503,0.6326858742196665,0.5362880209708858,0.6822321175087803,0.5146196385010391
23000,1023.5,5.081102991128279,7.340030942218171,0.5860222449013168,0.4516259628816718,0.6192204810054132,0.3565832309102778,3.361706442000772,5.629098308250431,0.5394119058262306,0.36678209689936925,0.5562088445020461,0.19903540175739337,6.800499540255785,9.050963576185909,0.6326325839764031,0.5364698288639743,0.6822321175087803,0.5141310600631622
24000,1023.5,5.118669433453288,7.42268764297283,0.5871513425790138,0.4529406716024021,0.6192204810054132,0.35610124149521427,3.380750562498754,5.673118440755348,0.5408248067658643,0.3680090480670145,0.5562088445020461,0.19867022571432832,6.856588304407822,9.172256845190313,0.6334778783921633,0.5378722951377897,0.6822321175087803,0.5135322572761002
25000,1023.5,5.152320734755553,7.450770318966012,0.5875831627643764,0.45353081031451165,0.6192204810054132,0.35559500451751536,3.3904986276034887,5.6769834061892706,0.5414435637466896,0.368663221612421,0.5562088445020461,0.19812559038058497,6.914142841907618,9.224557231742754,0.6337227617820632,0.5383983990166024,0.6822321175087803,0.5130644186544457
26000,1023.5,5.10167800394321,7.43285943182405,0.5868398047220129,0.4527627158679212,0.6192204810054132,0.3570471695205743,3.358342939758522,5.668491453523464,0.5404931390930482,0.3677269695653357,0.5562088445020461,0.2002448060130046,6.845013068127897,9.197227410124636,0.6331864703509776,0.5377984621705068,0.6822321175087803,0.513849533028144
27000,1023.5,5.030583351818346,7.308112787824734,0.5850219276789501,0.44978561649916315,0.6192204810054132,0.35718519374508734,3.3096439627082646,5.577215466415579,0.5383385231038226,0.36472670202788904,0.5562088445020461,0.20044217786928434,6.751522740928428,9.03901010923389,0.6317053322540777,0.5348445309704373,0.6822321175087803,0.5139282096208904
28000,1023.5,5.1126494850823425,7.388108057518111,0.5870932603137597,0.4527942878837522,0.6192204810054132,0.3546440421144785,3.366839402415266,5.64818532233584,0.5406788962263767,0.36744949027479673,0.5562088445020461,0.1971650491731437,6.858459567749418,9.128030792700383,0.6335076244011428,0.5381390854927077,0.6822321175087803,0.5121230350558132
29000,1023.5,5.115130473691741,7.4329444061518055,0.5869323810858136,0.4522981010468501,0.6192204810054132,0.3546843720463521,3.3859482065651734,5.688415252733595,0.5407549003298451,0.3672704738238265,0.5562088445020461,0.19763217147652953,6.844312740818308,9.177473559570016,0.6331098618417822,0.5373257282698737,0.6822321175087803,0.5117365726161747
30000,1023.5,5.17937619388097,7.522830270340889,0.5891410922849221,0.4545939063676884,0.6192204810054132,0.35362446400691605,3.4283696210629255,5.769714359430246,0.5439558651083765,0.3698911345991992,0.5562088445020461,0.19652148803053823,6.930382766699015,9.275946181251532,0.6343263194614678,0.5392966781361777,0.6822321175087803,0.5107274399832938
31000,1023.5,5.18953920520247,7.521711893899279,0.5889880285114321,0.4551075656612269,0.6192204810054132,0.3532918033107204,3.430736920136358,5.763142164419738,0.543584447342218,0.37027351617461124,0.5562088445020461,0.19574536268607684,6.948341490268583,9.280281623378821,0.634391609680646,0.5399416151478426,0.6822321175087803,0.510838243935364
32000,1023.5,5.1428076514468355,7.45357632456486,0.5879088208155009,0.4537698650103587,0.6192204810054132,0.3543417666311244,3.3864529980534415,5.686987162274452,0.5418615931150269,0.3686811361148418,0.5562088445020461,0.19692909757581287,6.89916230484023,9.220165486855267,0.6339560485159749,0.5388585939058755,0.6822321175087803,0.511754435686436
33000,1023.5,5.1369908479778505,7.472921481805815,0.588637214295077,0.45500387419825655,0.6192204810054132,0.353458335243665,3.407350621949454,5.736826027794748,0.5432634551503315,0.3706920213133107,0.5562088445020461,0.19621082159497055,6.866631074006248,9.209016935816884,0.6340109734398226,0.5393157270832025,0.6822321175087803,0.5107058488923594
34000,1023.5,5.18741279261965,7.531954983586543,0.5883790997588738,0.4548998442562345,0.6192204810054132,0.3534606503436577,3.411263775138731,5.728581545446597,0.5424197213884793,0.37011101165502136,0.5562088445020461,0.19596966544719355,6.96356181010057,9.335328421726487,0.6343384781292684,0.5396886768574476,0.6822321175087803,0.5109516352401219
35000,1023.5,5.161641234234962,7.471184255146547,0.5884032186881919,0.4547908790853557,0.6192204810054132,0.3541371298219981,3.407060513170191,5.714953078992221,0.542633299964926,0.37030956533092707,0.5562088445020461,0.19707225528002403,6.916221955299732,9.227415431300873,0.6341731374114579,0.5392721928397843,0.6822321175087803,0.5112020043639721
36000,1023.5,5.2209864448046694,7.65730256277969,0.5893825080520341,0.4564380651030664,0.6192204810054132,0.35350190884323607,3.434479828848311,5.831061064340232,0.5440109158129687,0.3718364416660512,0.5562088445020461,0.19618850181246175,7.0074930607610275,9.483544061219147,0.6347541002910994,0.5410396885400816,0.6822321175087803,0.5108153158740104
37000,1023.5,5.114904356943001,7.495020831563174,0.5867506910682302,0.45281650702154197,0.6192204810054132,0.35325103550931225,3.3675106131204418,5.71081714597757,0.540288344016095,0.36769954306937347,0.5562088445020461,0.19606589899764224,6.86229810076556,9.279224517148778,0.6332130381203653,0.5379334709737104,0.6822321175087803,0.5104361720209823
38000,1023.5,5.1245117826155715,7.434799602316972,0.5865649101006507,0.4528954823504758,0.6192204810054132,0.35438734260922805,3.364838001875919,5.654954780896719,0.5400032928377723,0.36800099535393,0.5562088445020461,0.19742219350828158,6.884185563355224,9.214644423737226,0.633126527363529,0.5377899693470215,0.6822321175087803,0.5113524917101745
39000,1023.5,5.117414298386057,7.458227255227759,0.5883161710081731,0.4541039919338486,0.6192204810054132,0.35353587791688157,3.4076767164137527,5.7506126424624195,0.5429398521878401,0.36955198543274653,0.5562088445020461,0.1968515454789974,6.827151880358363,9.165841867993098,0.6336924898285061,0.5386559984349506,0.6822321175087803,0.5102202103547657
40000,1023.5,5.172159742390447,7.544991670367299,0.5880114542465109,0.4535495308254606,0.6192204810054132,0.3534646753040358,3.3950657821349726,5.751639506043336,0.5422379490672166,0.3685114621140158,0.5562088445020461,0.1965785584168225,6.949253702645921,9.338343834691262,0.6337849594258054,0.5385875995369055,0.6822321175087803,0.5103507921912491
41000,1023.5,5.204378924468618,7.58110527768669,0.5895284107829063,0.45540080623244095,0.6192204810054132,0.3515657874300936,3.450460592296556,5.803059544615734,0.5444060598996673,0.37091994137123085,0.5562088445020461,0.19455119839818727,6.95829725664068,9.359151010757646,0.6346507616661453,0.539881671093651,0.6822321175087803,0.5085803764619999
42000,1023.5,5.213088406808318,7.606982694213601,0.5886711686681966,0.4551847487864284,0.6192204810054132,0.35284066831390914,3.4477877515711044,5.79293729914524,0.5429924890671293,0.3707181548420107,0.5562088445020461,0.19576785278152548,6.978389062045531,9.421028089281961,0.634349848269264,0.5396513427308461,0.6822321175087803,0.5099134838462929
43000,1023.5,5.170957689757894,7.560022330458405,0.5883089888534093,0.45390024788658284,0.6192204810054132,0.3530030398235977,3.40574185978873,5.78925634960007,0.5426362183674684,0.3688675716979977,0.5562088445020461,0.19604837028104025,6.936173519727058,9.33078831131674,0.6339817593393503,0.538932924075168,0.6822321175087803,0.5099577093661551
44000,1023.5,5.2066829288895145,7.529399279493145,0.5882936987706311,0.45537771694724005,0.6192204810054132,0.3511020252708139,3.426288104355467,5.756158143746813,0.5424862690284264,0.3704714669925571,0.5562088445020461,0.19404601272120547,6.987077753423563,9.302640415239477,0.6341011285128358,0.5402839669019229,0.6822321175087803,0.5081580378204223
45000,1023.5,5.212591293443271,7.571553956745048,0.5883124412809635,0.454755573501452,0.6192204810054132,0.35111501689546565,3.4286363788684238,5.781343138326482,0.5422227406676686,0.36957629236487954,0.5562088445020461,0.1938474497520559,6.996546208018119,9.361764775163614,0.6344021418942584,0.5399348546380245,0.6822321175087803,0.5083825840388754
46000,1023.5,5.217917639923329,7.581752909407965,0.58839112939234,0.4545387591780913,0.6192204810054132,0.3512595633362041,3.4316474694209766,5.765914674923585,0.5424881797274915,0.3695408617370434,0.5562088445020461,0.19409821416504516,7.004187810425683,9.397591143892344,0.6342940790571884,0.5395366566191391,0.6822321175087803,0.508420912507363
47000,1023.5,5.217566460285811,7.5625083094034995,0.5893129121928806,0.4565394783614509,0.6192204810054132,0.35095660080473035,3.4646722853754093,5.803772402993559,0.5437481933791668,0.37182557954503714,0.5562088445020461,0.1936225447621801,6.970460635196212,9.32124421581344,0.6348776310065944,0.5412533771778647,0.6822321175087803,0.5082906568472806
48000,1023.5,5.173059765311321,7.524327960896457,0.588095428798434,0.4544463736492584,0.6192204810054132,0.3516059241671786,3.4116905137510263,5.745945439788624,0.5420785863663887,0.36964216584158716,0.5562088445020461,0.19483999239626293,6.934429016871618,9.30271048200429,0.6341122712304794,0.5392505814569296,0.6822321175087803,0.5083718559380943
49000,1023.5,5.270748824236713,7.654799935593562,0.5899156856492493,0.45651849109665465,0.6192204810054132,0.34992248960902217,3.4796385376321894,5.848435747503296,0.5446741679401407,0.37187678317402195,0.5562088445020461,0.19261602119998855,7.061859110841237,9.461164123683828,0.635157203358358,0.5411601990192874,0.6822321175087803,0.5072289580180558
50000,1023.5,5.179427052170572,7.5320503481922,0.5875682954602246,0.45411335314170986,0.6192204810054132,0.3510783804734068,3.4199415881966373,5.753167669665653,0.5411633014338504,0.3691299508129795,0.5562088445020461,0.19416126747106527,6.938912516144507,9.310933026718747,0.6339732894865988,0.5390967554704402,0.6822321175087803,0.5079954934757482
51000,1023.5,5.2902528991728,7.680384309177398,0.5896634656507909,0.45723713475523486,0.6192204810054132,0.350316503347624,3.468976841417654,5.822301059701181,0.5439947381457662,0.37247887384260236,0.5562088445020461,0.19293154733363488,7.111528956927946,9.538467558653613,0.6353321931558156,0.5419953956678674,0.6822321175087803,0.5077014593616131
52000,1023.5,5.360674060330904,7.763322254825736,0.5919138005684975,0.45895059423586726,0.6192204810054132,0.3482885845517069,3.531727395436537,5.916942824364667,0.5473381662379885,0.37439202226782053,0.5562088445020461,0.1906786752015413,7.189620725225272,9.609701685286806,0.6364894348990064,0.543509166203914,0.6822321175087803,0.5058984939018725
53000,1023.5,5.217370426154238,7.574118462473752,0.5890281315728806,0.45541257330236135,0.6192204810054132,0.35081718460502814,3.4391169316680665,5.791417411241613,0.5435789557846488,0.37076671160940283,0.5562088445020461,0.19428802771650813,6.995623920640409,9.35681951370589,0.6344773073611124,0.5400584349953199,0.6822321175087803,0.5073463414935482
54000,1023.5,5.328476542982836,7.7070201245584595,0.589742031912304,0.4570388185041504,0.6192204810054132,0.3499251208867291,3.4545957800818137,5.804071461040711,0.5439858006632603,0.37197955249743647,0.5562088445020461,0.19265041490238688,7.202357305883858,9.609968788076209,0.6354982631613477,0.5420980845108644,0.6822321175087803,0.5071998268710713
55000,1023.5,5.291666792345343,7.675379110004777,0.5900217680858164,0.4569460502647328,0.6192204810054132,0.34972892181566556,3.462841713245571,5.84478701414958,0.5446439160273051,0.37221539508067736,0.5562088445020461,0.19284225465765,7.1204918714451155,9.505971205859973,0.6353996201443278,0.5416767054487882,0.6822321175087803,0.5066155889736811
56000,1023.5,5.426844241191802,7.852423224745834,0.5930811756776109,0.46161160803396395,0.6192204810054132,0.34760810285791977,3.585884109841615,5.995842310373456,0.5488520228276492,0.3774683630529268,0.5562088445020461,0.18995753698505344,7.267804372541988,9.709004139118214,0.6373103285275726,0.545754853015001,0.6822321175087803,0.5052586687307861
57000,1023.5,5.353708088684075,7.81300745252914,0.5908234173108629,0.45811359012820285,0.6192204810054132,0.3485345251144539,3.52856881953921,5.9421411958790955,0.5459986820314183,0.3736507712241965,0.5562088445020461,0.19091025957392962,7.17884735782894,9.683873709179185,0.6356481525903074,0.5425764090322092,0.6822321175087803,0.5061587906549782
58000,1023.5,5.208835151791239,7.627260022541029,0.5881803468695971,0.45457936881313055,0.6192204810054132,0.3505857454863096,3.4271830800235414,5.815556855486785,0.5424598162227758,0.3699126917266143,0.5562088445020461,0.19405071505184793,6.990487223558936,9.438963189595272,0.6339008775164184,0.5392460458996468,0.6822321175087803,0.5071207759207712
59000,1023.5,5.3528628836969725,7.767852421334823,0.5916585326585929,0.4597580036390681,0.6192204810054132,0.347509173030595,3.525752951923023,5.920711146279398,0.5468470259127777,0.3751513242451708,0.5562088445020461,0.19000020584174643,7.179972815470922,9.614993696390247,0.636470039404408,0.5443646830329655,0.6822321175087803,0.5050181402194436
60000,1023.5,5.244626155418113,7.623075284853589,0.5894634948850394,0.4562426366741891,0.6192204810054132,0.34975282530236396,3.463283275506563,5.831281131297096,0.5441740654095254,0.3715087060288199,0.5562088445020461,0.19295963651064932,7.0259690353296635,9.414869438410081,0.6347529243605534,0.5409765673195583,0.6822321175087803,0.5065460140940786
61000,1023.5,5.341899319910402,7.771521604769509,0.5918715206376178,0.45943513559116356,0.6192204810054132,0.3478298056562419,3.5333158520376333,5.9497022827101915,0.5472411357833745,0.3747958297977609,0.5562088445020461,0.19046799811996254,7.15048278778317,9.593340926828827,0.6365019054918613,0.5440744413845663,0.6822321175087803,0.5051916131925213
62000,1023.5,5.320889459073772,7.694746377610935,0.5911857848598339,0.459334973902461,0.6192204810054132,0.34819759261859945,3.5181475263120787,5.884927795137778,0.5462552995083217,0.37465087813202175,0.5562088445020461,0.1907901124081988,7.123631391835467,9.504564960084092,0.6361162702113459,0.5440190696729003,0.6822321175087803,0.5056050728290001
63000,1023.5,5.255936081115711,7.66407109543566,0.5900453132856522,0.45705665764603315,0.6192204810054132,0.3489443856502178,3.485634333852508,5.883565564386704,0.5448555610068714,0.3724244335154991,0.5562088445020461,0.1920562448580554,7.026237828378914,9.444576626484615,0.6352350655644332,0.5416888817765673,0.6822321175087803,0.5058325264423802
64000,1023.5,5.270172033961199,7.674525276095746,0.5902665327221824,0.45758668479181774,0.6192204810054132,0.3486404693132838,3.4939884230019875,5.889029035371302,0.5454407164944436,0.3732022350439876,0.5562088445020461,0.1915600669020596,7.0463556449204106,9.46002151682019,0.6350923489499213,0.541971134539648,0.6822321175087803,0.505720871724508
65000,1023.5,5.3759285138817505,7.793141735662786,0.5914336033039248,0.4594738312613417,0.6192204810054132,0.3476446920055759,3.5488759069080174,5.946795092580675,0.5465546378536982,0.37498973621420284,0.5562088445020461,0.19048635296900798,7.202981120855484,9.639488378744897,0.6363125687541514,0.5439579263084806,0.6822321175087803,0.5048030310421439
66000,1023.5,5.334170497453824,7.751303172042407,0.5909029108862469,0.45847992449702796,0.6192204810054132,0.3478542784376642,3.523694924744511,5.923832738635621,0.5460847404308313,0.37411113208719293,0.5562088445020461,0.1906453375647691,7.144646070163138,9.578773605449193,0.6357210813416625,0.542848716906863,0.6822321175087803,0.5050632193105593
67000,1023.5,5.29331002839463,7.691475445944335,0.5904155649851895,0.4573155150069522,0.6192204810054132,0.34808789299643417,3.5114302518573894,5.907789820822678,0.545467268839942,0.3726922774431101,0.5562088445020461,0.19105061238385654,7.0751898049318696,9.475161071065992,0.635363861130437,0.5419387525707943,0.6822321175087803,0.5051251736090118
68000,1023.5,5.286853244659038,7.668834078437824,0.5900185697882608,0.4576386919920911,0.6192204810054132,0.34861679886110236,3.5096126745140834,5.886130667919695,0.544954229181581,0.37333048164161176,0.5562088445020461,0.19187477526514998,7.064093814803991,9.451537488955953,0.6350829103949407,0.5419469023425705,0.6822321175087803,0.5053588224570547
69000,1023.5,5.389091948714083,7.826762353239287,0.5920705043587019,0.459837707194843,0.6192204810054132,0.34629800928028265,3.5708077077601335,6.015316499595076,0.5474357825470763,0.37527617940847174,0.5562088445020461,0.18883147302905487,7.207376189668032,9.638208206883498,0.6367052261703275,0.5443992349812143,0.6822321175087803,0.5037645455315104
70000,1023.5,5.336486968781382,7.773089611111163,0.5912675804780223,0.45848039961560116,0.6192204810054132,0.3467351956082465,3.53896007750345,5.972374778008029,0.5465269855820984,0.37382204868718333,0.5562088445020461,0.18950523681375878,7.134013860059314,9.573804444214296,0.636008175373946,0.5431387505440189,0.6822321175087803,0.5039651544027343
