step,mean_bigram_logit_kl_div,mean_unigram_logit_kl_div,bottom_conf_bigram_logit_kl_div,bottom_conf_unigram_logit_kl_div,top_conf_bigram_logit_kl_div,top_conf_unigram_logit_kl_div
0,3.2861807346343994,3.163106679916382,3.175149840982352,3.0541747915409374,3.397211628286447,3.2720385682918263
1,3.2861807346343994,3.163106679916382,3.175149840982352,3.0541747915409374,3.397211628286447,3.2720385682918263
2,3.286173105239868,3.162604808807373,3.1751423404758907,3.0536815625584612,3.3972038700038456,3.271528055056285
4,3.2860300540924072,3.153348922729492,3.1750017060074436,3.0445851842207414,3.397058402177371,3.262112661238243
8,3.283494472503662,3.0330867767333984,3.1725089687869445,2.926417210136812,3.3944799762203797,3.1397563433299847
16,3.281341552734375,2.6506519317626953,3.170392440439569,2.5509337240909304,3.392290665029181,2.75037013943446
32,3.2972497940063477,2.024171829223633,3.186032061215544,1.9370309774108359,3.408467526797151,2.1113126810364298
64,3.3193657398223877,1.587196946144104,3.207775639943557,1.5100331611425524,3.4309558397012183,1.6643607311456556
128,3.7344818115234375,0.6187463402748108,3.6161195411562175,0.5705677116063653,3.8528440818906575,0.6669249689432563
256,3.7546873092651367,1.6304630041122437,3.636005269982168,1.5522545706075865,3.8733693485481053,1.7086714376169008
1000,5.277160167694092,4.553893089294434,5.136458822187562,4.423188893892481,5.417861513200622,4.684597284696387
2000,6.266634464263916,5.469341278076172,6.113308644931879,5.326100845313016,6.419960283595953,5.612581710839327
4000,6.835470199584961,5.991530895233154,6.675336657622288,5.841608326654265,6.995603741547634,6.141453463812043
8000,7.34075403213501,6.523138999938965,7.1748073977133675,6.366706700503805,7.506700666556652,6.679571299374125
16000,7.567046165466309,6.751983165740967,7.39856114132965,6.592830547331787,7.735531189602967,6.911135784150146
33000,7.5633087158203125,6.767583847045898,7.394865305151695,6.60824747101524,7.73175212648893,6.926920223076557
66000,7.650103569030762,7.021027088165283,7.480696405818189,6.858734593133873,7.819510732243335,7.183319583196694
131000,7.723451137542725,7.0505051612854,7.553233791708737,6.887872327229494,7.893668483376712,7.213137995341307
143000,7.899263381958008,7.310300350189209,7.7271195722910635,7.144698294696661,8.071407191624951,7.475902405681757
