step,mean_bigram_logit_kl_div,mean_unigram_logit_kl_div,bottom_conf_bigram_logit_kl_div,bottom_conf_unigram_logit_kl_div,top_conf_bigram_logit_kl_div,top_conf_unigram_logit_kl_div
0,3.2893123626708984,3.098933696746826,3.1782285771226957,2.9911124734397974,3.400396148219101,3.206754920053855
1,3.2893123626708984,3.098933696746826,3.1782285771226957,2.9911124734397974,3.400396148219101,3.206754920053855
2,3.289311408996582,3.098886489868164,3.1782276395517086,2.991066087798904,3.4003951784414554,3.206706891937424
4,3.2892980575561523,3.0981874465942383,3.1782145135581357,2.9903792062124293,3.400381601554169,3.2059956869760473
8,3.2888498306274414,3.0806784629821777,3.177773855468007,2.973175285997213,3.399925805786876,3.1881816399671425
16,3.2869064807891846,3.0199453830718994,3.1758633273434533,2.9135071498563168,3.397949634234916,3.126383616287482
32,3.283132791519165,2.823509693145752,3.1721534005661587,2.7205913575357332,3.3941121824721714,2.9264280287557707
64,3.2700817584991455,2.477130889892578,3.1593231685406806,2.380731876251117,3.3808403484576104,2.5735299035340393
128,3.25656795501709,1.8868881464004517,3.1460384601554674,1.8027542134977461,3.3670974498787123,1.9710220793031572
256,3.665836811065674,0.4978983402252197,3.548567418208595,0.4546799633867736,3.7831062039227525,0.5411167170636658
1000,3.8477694988250732,3.0377817153930664,3.7276253467957097,2.9310296233928352,3.967913650854437,3.1445338073932976
2000,5.393701076507568,4.581274032592773,5.251454589510438,4.450177487097697,5.535947563504699,4.7123705780878495
4000,6.055950164794922,5.241190433502197,5.905223788192332,5.100969426229461,6.206676541397512,5.381411440774934
8000,6.475214958190918,5.581404209136963,6.319358354622096,5.43670376954599,6.6310715617597396,5.726104648727936
16000,6.758200645446777,5.931425094604492,6.598974767044426,5.782256417636328,6.917426523849128,6.080593771572657
33000,7.079835891723633,6.164392471313477,6.916865125211275,6.012322573755451,7.242806658235991,6.316462368871502
66000,7.098790168762207,6.324093818664551,6.935601393782602,6.170066673942788,7.261978943741812,6.4781209633863135
131000,9.351481437683105,12.921256065368652,9.164181203330815,12.701089950244668,9.538781672035396,13.141422180492636
143000,9.01829719543457,12.889845848083496,8.83436388628187,12.669947496143235,9.20223050458727,13.109744200023757
