index,mean_unigram_loss,mean_bigram_loss,mean_random_loss,bottom_conf_unigram_loss,bottom_conf_bigram_loss,bottom_conf_random_loss,top_conf_unigram_loss,top_conf_bigram_loss,top_conf_random_loss
0,6.606873297714628,6.448247683234513,14.703179793980619,6.394655011116428,6.242994249683573,14.546974839098706,6.819091584312829,6.653501116785453,14.859384748862531
1,15.150593645041226,14.862150033921353,14.795321589092529,14.79766385145385,14.480966628163017,14.637905623789104,15.503523438628603,15.243333439679688,14.952737554395954
2,9.71050012773776,6.700425420029205,14.297438692628292,9.454668652576718,6.477381345710382,14.144568269243674,9.966331602898801,6.923469494348028,14.45030911601291
3,9.604517225758173,6.69023898488409,14.31816481986241,9.338655921704005,6.454878584634729,14.173980119909787,9.87037852981234,6.9255993851334505,14.462349519815033
4,9.50005379862182,6.728176011873785,14.050532371707078,9.245079757537015,6.487473709221974,13.911961780053737,9.755027839706626,6.968878314525596,14.189102963360419
5,9.26768285222579,6.683304290020942,13.774334159944116,9.018590612754352,6.434146489892486,13.645446122851318,9.516775091697227,6.932462090149398,13.903222197036914
6,9.260958521277644,6.515447583677769,13.718865253634569,9.018009576260182,6.2813442062861995,13.585076205503187,9.503907466295106,6.749550961069339,13.85265430176595
7,9.020656202827979,6.6016745696974795,13.436029933371195,8.776943529457313,6.364272290027275,13.303863975987435,9.264368876198645,6.839076849367684,13.568195890754955
8,8.615966137193027,6.440219753889778,13.236518723092429,8.38179588094579,6.209101669391516,13.103801327158338,8.850136393440264,6.67133783838804,13.36923611902652
9,8.6951134772753,6.375292570243346,13.28716670245659,8.459316418527674,6.145227404817394,13.16057218218122,8.930910536022925,6.605357735669298,13.41376122273196
10,8.572889701841632,6.72281066936921,13.006343475900046,8.337257805429825,6.4911981511846175,12.87850254681134,8.808521598253439,6.954423187553802,13.134184404988751
11,8.494147437331776,6.387367678861665,13.012036050470863,8.267307759734962,6.15974250399791,12.885130815594936,8.72098711492859,6.61499285372542,13.13894128534679
12,8.395642916089855,6.219465117638606,13.048187472180622,8.164743092961794,5.99570011006901,12.923108745791438,8.626542739217916,6.443230125208202,13.173266198569806
13,8.529675067095923,6.300737267876116,12.851660863829823,8.302119422929623,6.068297444386704,12.721243638141893,8.757230711262222,6.533177091365528,12.982078089517753
14,8.251602162570634,6.355191564537336,12.806282660321491,8.022252930418432,6.130723976634222,12.68399666762101,8.480951394722837,6.579659152440449,12.928568653021973
15,8.20361631895139,6.456795441109534,12.688120044150004,7.976805223725689,6.22782536129129,12.56671967471911,8.43042741417709,6.685765520927778,12.809520413580898
16,8.427379798027687,6.29940389720673,12.664956861123805,8.204273310759039,6.072770192200074,12.547050189926075,8.650486285296335,6.526037602213386,12.782863532321535
17,8.218448509841437,6.404081140789458,12.597177502701923,7.990378747815823,6.182909331889835,12.47622537960379,8.44651827186705,6.625252949689081,12.718129625800056
18,8.179707571540348,6.232399179296323,12.661126241916563,7.949800034321525,6.0134387901726285,12.53449473073325,8.409615108759171,6.451359568420017,12.787757753099875
19,8.227856239012908,6.317545078540547,12.678259091260957,7.999226271424147,6.101854310929691,12.55877073678713,8.456486206601669,6.5332358461514035,12.797747445734784
20,8.099056885417667,6.360833491606172,12.522779330145568,7.875846851456088,6.136568070670575,12.402347510676638,8.322266919379246,6.58509891254177,12.643211149614498
21,8.091760576433444,6.110719496249658,12.475946813821793,7.866306662155013,5.887967022489541,12.353510158568872,8.317214490711875,6.333471970009775,12.598383469074713
22,8.104590936456589,6.216974909407327,12.36723031802103,7.880745823983665,5.994905721466255,12.252613375256589,8.328436048929511,6.439044097348399,12.48184726078547
23,8.146506673481781,6.297549084120874,12.462410451844335,7.928031373868862,6.08871167034343,12.344285965803875,8.3649819730947,6.506386497898318,12.580534937884794
24,7.9029991387578775,6.187501064968956,12.482649551704526,7.685372888655333,5.965341526431754,12.367134064559039,8.120625388860422,6.409660603506158,12.598165038850013
25,8.18317938479322,6.237872096840661,12.404342401307076,7.959911252815112,6.014681568000725,12.283851369618713,8.406447516771328,6.461062625680597,12.52483343299544
26,7.908070092858907,6.08837645340509,12.462061722762883,7.687093407791967,5.866298546173138,12.343739005960359,8.129046777925845,6.310454360637041,12.580384439565407
27,8.0898911671502,6.161358392161674,12.315909568686038,7.868593267134115,5.946152691954276,12.20010617164378,8.311189067166284,6.376564092369072,12.431712965728297
28,8.053539589742286,6.165895717341925,12.309976650867611,7.837104498951137,5.950093175195706,12.193219804036366,8.269974680533434,6.381698259488145,12.426733497698857
29,7.989961872895947,6.00744951328079,12.387741580605507,7.770859143661268,5.7902672308474505,12.272470261497759,8.209064602130624,6.224631795714129,12.503012899713255
30,7.893491734859708,5.985747979179905,12.316355181857944,7.671512455987225,5.771726452868269,12.199558160563294,8.115471013732192,6.199769505491541,12.433152203152593
31,7.868239232790074,6.220452822874904,12.30001261876896,7.651390016689265,6.0056785516606,12.183164375308461,8.085088448890883,6.435227094089208,12.41686086222946
