step,mean_bigram_logit_kl_div,mean_unigram_logit_kl_div,bottom_conf_bigram_logit_kl_div,bottom_conf_unigram_logit_kl_div,top_conf_bigram_logit_kl_div,top_conf_unigram_logit_kl_div
0,3.287533760070801,3.0989058017730713,3.176480011290677,2.9910850637421498,3.3985875088509245,3.206726539803993
1,3.287533760070801,3.0989058017730713,3.176480011290677,2.9910850637421498,3.3985875088509245,3.206726539803993
2,3.287532329559326,3.0988657474517822,3.1764786049407308,2.991045706231399,3.3985860541779216,3.2066857886721656
4,3.2875266075134277,3.0982728004455566,3.1764729795409976,2.990463075036566,3.398580235485858,3.2060825258545473
8,3.2872848510742188,3.0831563472747803,3.1762353064791213,2.9756099449266533,3.398334395669316,3.1907027496229072
16,3.2857093811035156,3.0289664268493652,3.174686450598474,2.9223693384469795,3.3967323116085573,3.135563515251751
32,3.283128499984741,2.8398568630218506,3.172149181564901,2.7366410261535017,3.3941078184045814,2.9430726998901995
64,3.269061803817749,2.510052442550659,3.1583204882825138,2.4130149623972037,3.3798031193529843,2.6070899227041147
128,3.2511250972747803,1.951435923576355,3.1406880076546004,1.865875040067829,3.36156218689496,2.036996807084881
256,3.6541037559509277,0.5370009541511536,3.5370221825538724,0.49211756518025696,3.771185329347983,0.5818843431220502
1000,3.879058837890625,3.039877414703369,3.758427180088584,2.9330885060825076,3.999690495692666,3.1466663233242307
2000,5.369593620300293,4.55989408493042,5.227665378720077,4.4291037986760395,5.511521861880509,4.6906843711848
4000,6.2017974853515625,5.320493698120117,6.0492669119105615,5.179215847412107,6.3543280587925635,5.4617715488281275
8000,6.4363532066345215,5.64658260345459,6.280965002628968,5.5010397264334845,6.591741410640075,5.792125480475695
16000,6.844453811645508,5.924827575683594,6.684215075364115,5.7757418818915385,7.004692547926901,6.073913269475649
33000,7.138400554656982,6.211184501647949,6.974757126262876,6.0585385370161475,7.302043983051089,6.363830466279751
66000,6.760125160217285,6.080488681793213,6.600876612264375,5.929457244665751,6.919373708170196,6.231520118920675
131000,9.42231559753418,14.591018676757812,9.234307334948983,14.35705905025206,9.610323860119376,14.824978303263565
143000,10.494712829589844,16.865802764892578,10.296293767528418,16.61426591294057,10.69313189165127,17.117339616844585
