step,mean_unigram_loss,mean_bigram_loss,bottom_conf_unigram_loss,top_conf_unigram_loss,bottom_conf_bigram_loss,top_conf_bigram_loss
116000,11.576171875,6.7109375,11.550122901805214,11.602220848194786,6.691103983455595,6.730771016544405
117000,11.51953125,6.71484375,11.493546081979174,11.545516418020826,6.695004462026244,6.734683037973756
118000,11.552734375,6.7099609375,11.52671178497187,11.57875696502813,6.6901288640753656,6.7297930109246344
119000,11.521484375,6.673828125,11.495497004192918,11.547471745807082,6.654049521029368,6.693606728970632
120000,11.544921875,6.7021484375,11.51890808530693,11.57093566469307,6.682327912816147,6.721968962183853
121000,11.513671875,6.6904296875,11.487693316458621,11.539650433541379,6.670626498555339,6.710232876444661
122000,11.521484375,6.685546875,11.495497004192918,11.547471745807082,6.6657509137605855,6.7053428362394145
123000,11.52734375,6.671875,11.501349771954164,11.553337728045836,6.652099290388638,6.691650709611362
124000,11.5625,6.724609375,11.53646641373642,11.58853358626358,6.704755665792986,6.744463084207014
125000,11.580078125,6.6875,11.55402475720827,11.60613149279173,6.667701147361864,6.707298852638136
126000,11.498046875,6.7001953125,11.47208594996382,11.52400780003618,6.6803776760529106,6.7200129489470894
127000,11.560546875,6.6982421875,11.534515487611905,11.586578262388095,6.678427439710669,6.718056935289331
128000,11.5,6.69140625,11.47403687012072,11.52596312987928,6.67160161583082,6.71121088416918
129000,11.533203125,6.6650390625,11.507202541394435,11.559203708605565,6.6452734864837755,6.6848046385162245
130000,11.591796875,6.69921875,11.56573032786279,11.61786342213721,6.679402557829154,6.719034942170846
131000,11.53515625,6.689453125,11.509153464914085,11.561159035085915,6.6696513813853375,6.7092548686146625
132000,11.5,6.6865234375,11.47403687012072,11.52596312987928,6.666726030508439,6.706320844491561
133000,11.54296875,6.65234375,11.516957160855908,11.568980339144092,6.632597007314413,6.672090492685587
134000,11.521484375,6.658203125,11.495497004192918,11.547471745807082,6.638447687776962,6.677958562223038
135000,11.5,6.6845703125,11.47403687012072,11.52596312987928,6.664775797118327,6.704364827881673
136000,11.537109375,6.685546875,11.511104388620106,11.563114361379894,6.6657509137605855,6.7053428362394145
137000,11.53125,6.68359375,11.505251618061198,11.557248381938802,6.663800680581686,6.703386819418314
138000,11.537109375,6.666015625,11.511104388620106,11.563114361379894,6.646248601009265,6.685782648990735
139000,11.525390625,6.6845703125,11.49939884918046,11.55138240081954,6.664775797118327,6.704364827881673
140000,11.53125,6.654296875,11.505251618061198,11.557248381938802,6.6345472337099665,6.6740465162900335
141000,11.552734375,6.65625,11.52671178497187,11.57875696502813,6.636497460530879,6.676002539469121
142000,11.5234375,6.6865234375,11.497447926593363,11.549427073406637,6.666726030508439,6.706320844491561
143000,11.509765625,6.6787109375,11.483791473712625,11.535739776287375,6.658925099483564,6.698496775516436
