step,mean_unigram_loss,mean_bigram_loss,bottom_conf_unigram_loss,top_conf_unigram_loss,bottom_conf_bigram_loss,top_conf_bigram_loss,mean_logit_token_js_div,mean_bigram_token_js_div,mean_bigram_logit_kl_div,mean_bigram_logit_js_div,mean_unigram_logit_kl_div,mean_unigram_logit_js_div,bottom_conf_logit_token_js_div,bottom_conf_bigram_token_js_div,bottom_conf_bigram_logit_kl_div,bottom_conf_bigram_logit_js_div,bottom_conf_unigram_logit_kl_div,bottom_conf_unigram_logit_js_div,top_conf_logit_token_js_div,top_conf_bigram_token_js_div,top_conf_bigram_logit_kl_div,top_conf_bigram_logit_js_div,top_conf_unigram_logit_kl_div,top_conf_unigram_logit_js_div
0,11.04443359375,11.051513671875,10.840884188927976,11.247982998572024,10.847899034427549,11.255128309322451,0.6879901885986328,0.5891920924186707,11.098979949951172,0.6928899884223938,11.054618835449219,0.6928911805152893,0.6371872030719816,0.5421781612167854,10.8949285183279,0.6419064168707653,10.850975595026247,0.6419075651059574,0.738793174125284,0.6362060236205559,11.303031381574444,0.7438735599740223,11.25826207587219,0.7438747959246212
1,11.043701171875,11.051513671875,10.840158516448824,11.247243827301176,10.847899034427549,11.255128309322451,0.6879901885986328,0.5891920924186707,11.098979949951172,0.6928899884223938,11.054618835449219,0.6928911805152893,0.6371872030719816,0.5421781612167854,10.8949285183279,0.6419064168707653,10.850975595026247,0.6419075651059574,0.738793174125284,0.6362060236205559,11.303031381574444,0.7438735599740223,11.25826207587219,0.7438747959246212
2,11.043212890625,11.050750732421875,10.839674734920397,11.246751046329603,10.847143123347454,11.254358341496296,0.6879901885986328,0.5891920924186707,11.096376419067383,0.6928905844688416,11.049105644226074,0.6928912401199341,0.6371872030719816,0.5421781612167854,10.892348921416636,0.6419069909883567,10.845513190906638,0.641907622517718,0.738793174125284,0.6362060236205559,11.30040391671813,0.7438741779493264,11.25269809754551,0.7438748577221501
4,11.02813720703125,11.03411865234375,10.824738029213615,11.231536384848885,10.830664322141232,11.237572982546268,0.6879901885986328,0.5891920924186707,11.046939849853516,0.6928892135620117,10.94285774230957,0.6928837895393372,0.6371872030719816,0.5421781612167854,10.843367351135553,0.6419056705179108,10.740246523339506,0.6419004460483749,0.738793174125284,0.6362060236205559,11.250512348571478,0.7438727566061126,11.145468961279635,0.7438671330302994
8,10.410919189453125,10.375762939453125,10.213293840208843,10.608544538697407,10.178471549266451,10.573054329639799,0.6872615814208984,0.5891920924186707,9.092391014099121,0.6905949115753174,6.827221870422363,0.6876223087310791,0.6364855041451845,0.5421781612167854,8.907703657758464,0.6396958471404075,6.6671849738130575,0.6368329076239065,0.7380376586966124,0.6362060236205559,9.277078370439778,0.7414939760102273,6.987258767031669,0.7384117098382517
16,9.571197509765625,9.475006103515625,9.381709710494144,9.760685309037106,9.286472893544044,9.663539313487206,0.6771183013916016,0.5891920924186707,6.464408874511719,0.649871289730072,4.74521541595459,0.6597504019737244,0.6267183185247135,0.5421781612167854,6.3086823749442225,0.6004957577091107,4.611793836050534,0.6100009908481417,0.7275182842584896,0.6362060236205559,6.620135374079215,0.6992468217510334,4.8786369958586455,0.709499813099307
32,9.306488037109375,8.98095703125,9.119638931044236,9.493337143174514,8.797404904037407,9.164509158462593,0.66778564453125,0.5891920924186707,5.514857769012451,0.6138612031936646,4.167496204376221,0.631727933883667,0.6177341958591364,0.5421781612167854,5.371022539449848,0.5658731417949495,4.042460017994856,0.5830465233621192,0.7178370932033636,0.6362060236205559,5.658692998575054,0.6618492645923796,4.292532390757585,0.6804093444052148
64,9.326568603515625,8.110855102539062,9.139518024343214,9.513619182688036,7.936420984320598,8.285289220757527,0.6461429595947266,0.5891920924186707,4.106460094451904,0.5705249905586243,4.769169330596924,0.639529287815094,0.5969092657168951,0.5421781612167854,3.9823429097483705,0.5242618140423617,4.63541141759938,0.590548210635739,0.6953766534725581,0.6362060236205559,4.230577279155439,0.6167881670748868,4.902927243594467,0.688510364994449
128,8.906036376953125,7.101348876953125,8.723251464511003,9.088821289395247,6.938130694509283,7.264567059396967,0.6170358657836914,0.5891920924186707,3.3859217166900635,0.5421178936958313,5.008515357971191,0.6448871493339539,0.56892387617364,0.5421781612167854,3.2732184331450185,0.49702117077111313,4.871442137130856,0.5957013227645682,0.6651478553937428,0.6362060236205559,3.4986250002351085,0.5872146166205494,5.145588578811527,0.6940729759033395
256,9.415679931640625,6.6959991455078125,9.227737883126096,9.603621980155154,6.537507706893192,6.854490584122433,0.5801973342895508,0.5891920924186707,3.0607848167419434,0.5131959915161133,5.822644233703613,0.6417083740234375,0.5335436466553148,0.5421781612167854,2.9536293056966274,0.46931870716102375,5.674849744673671,0.5926439205023608,0.6268510219237867,0.6362060236205559,3.1679403277872593,0.5570732758712028,5.970438722733555,0.6907728275445142
