step,mean_bigram_logit_kl_div,mean_unigram_logit_kl_div,bottom_conf_bigram_logit_kl_div,bottom_conf_unigram_logit_kl_div,top_conf_bigram_logit_kl_div,top_conf_unigram_logit_kl_div
0,3.2858662605285645,3.0934536457061768,3.1748406796056696,2.985727798311139,3.3968918414514593,3.2011794931012143
1,3.2858662605285645,3.0934536457061768,3.1748406796056696,2.985727798311139,3.3968918414514593,3.2011794931012143
2,3.2858645915985107,3.0934157371520996,3.1748390388712173,2.98569054981926,3.396890144325804,3.2011409244849394
4,3.2858636379241943,3.0928244590759277,3.174838101308677,2.985109567576388,3.396889174539712,3.2005393505754673
8,3.285768508911133,3.0777769088745117,3.1747445794569784,2.970324370047748,3.396792438365287,3.1852294477012753
16,3.28450608253479,3.0240585803985596,3.173503483402879,2.9175478868517972,3.3955086816667013,3.130569273945322
32,3.2818076610565186,2.84240460395813,3.170850668986414,2.7391424780913254,3.392764653126623,2.9456667298249344
64,3.2690911293029785,2.530784845352173,3.158349317060167,2.433347436719593,3.37983294154579,2.628222253984753
128,3.2499046325683594,1.980096459388733,3.139488273805645,1.893909554195988,3.360320991331074,2.0662833645814778
256,3.636887311935425,0.5829151272773743,3.5200818812525303,0.5361522983913296,3.7536927426183193,0.6296779561634189
1000,4.058703422546387,3.0265915393829346,3.935310067848827,2.9200362483621127,4.182096777243947,3.1331468304037564
2000,5.347519397735596,4.530728340148926,5.205883187761437,4.400357001714478,5.489155607709755,4.661099678583374
4000,6.209351062774658,5.316548824310303,6.056727629086947,5.175323358462588,6.361974496462369,5.457774290158017
8000,6.6284871101379395,5.634982109069824,6.470796686199603,5.4895888125557475,6.786177534076276,5.780375405583901
16000,6.710453987121582,5.863329887390137,6.551791570768563,5.715019941159508,6.869116403474601,6.011639833620765
33000,7.057018756866455,6.090449810028076,6.894310816138456,5.939294712784929,7.219726697594454,6.241604907271223
66000,7.129861354827881,6.38731575012207,6.966315833666275,6.232520615760753,7.293406875989486,6.542110884483388
131000,7.134397506713867,9.11445426940918,6.970799968456319,8.929542971129493,7.297995044971415,9.299365567688866
143000,6.964356422424316,9.410741806030273,6.802720231513107,9.222849047804207,7.125992613335526,9.59863456425634
