step,mean_bigram_logit_kl_div,mean_unigram_logit_kl_div,bottom_conf_bigram_logit_kl_div,bottom_conf_unigram_logit_kl_div,top_conf_bigram_logit_kl_div,top_conf_unigram_logit_kl_div
0,3.2870702743530273,3.14650559425354,3.176024354183119,3.0378599381811187,3.398116194522936,3.2551512503259614
1,3.2870702743530273,3.14650559425354,3.176024354183119,3.0378599381811187,3.398116194522936,3.2551512503259614
2,3.287055492401123,3.1447670459747314,3.176009821918194,3.036151409206474,3.398101162884052,3.253382682742989
4,3.286299467086792,3.070148229598999,3.1752665676334386,2.9628289410950597,3.3973323665401454,3.1774675181029384
8,3.282944440841675,2.7646303176879883,3.171968233333355,2.662790726833205,3.3939206483499946,2.8664699085427716
16,3.2943520545959473,2.1474430561065674,3.1831832035803314,2.057687996241914,3.405520905611563,2.237198115971221
32,3.3260490894317627,1.8148655891418457,3.2143467059598776,1.7323529751334932,3.437751472903648,1.8973782031501982
64,3.329110860824585,1.6482330560684204,3.2173570757526093,1.5695995893902321,3.4408646458965606,1.7268665227466087
128,3.673107862472534,0.8747397661209106,3.55572222748086,0.8174552105836401,3.790493497464208,0.9320243216581812
256,3.7755024433135986,1.5848548412322998,3.656491885568071,1.5077480095912936,3.8945130010591265,1.661961672873306
1000,5.244808197021484,4.4694623947143555,5.104538803896145,4.339975517740156,5.385077590146824,4.5989492716885545
2000,6.69262170791626,5.80812406539917,6.534170245595566,5.660513972009122,6.851073170236954,5.955734158789218
4000,7.552145957946777,6.591800212860107,7.383826896777652,6.434546781508606,7.7204650191159025,6.7490536442116085
8000,7.981691360473633,6.9754815101623535,7.808651730459524,6.8137162693334545,8.15473099048774,7.1372467509912525
16000,8.189390182495117,7.203488826751709,8.014113600967844,7.039101037048185,8.36466676402239,7.367876616455233
33000,8.451554298400879,7.500565528869629,8.273494283368619,7.33282225400947,8.62961431343314,7.668308803729788
66000,8.760566711425781,7.92008113861084,8.579280733671412,7.74771064388599,8.94185268918015,8.092451633335688
131000,8.756444931030273,8.151344299316406,8.575201605134218,7.976475337608859,8.937688256926329,8.326213261023954
143000,8.846771240234375,8.302834510803223,8.66459551319339,8.126348086738401,9.02894696727536,8.479320934868044
