step,mean_unigram_loss,mean_bigram_loss,bottom_conf_unigram_loss,top_conf_unigram_loss,bottom_conf_bigram_loss,top_conf_bigram_loss,mean_logit_token_js_div,mean_bigram_token_js_div,mean_bigram_logit_kl_div,mean_bigram_logit_js_div,mean_unigram_logit_kl_div,mean_unigram_logit_js_div,bottom_conf_logit_token_js_div,bottom_conf_bigram_token_js_div,bottom_conf_bigram_logit_kl_div,bottom_conf_bigram_logit_js_div,bottom_conf_unigram_logit_kl_div,bottom_conf_unigram_logit_js_div,top_conf_logit_token_js_div,top_conf_bigram_token_js_div,top_conf_bigram_logit_kl_div,top_conf_bigram_logit_js_div,top_conf_unigram_logit_kl_div,top_conf_unigram_logit_js_div
0,11.643905639648438,11.637847900390625,11.434905078880934,11.85290620041594,11.428901712943045,11.846794087838205,0.6884775161743164,0.5891923308372498,11.46699333190918,0.6929947733879089,11.365262031555176,0.6930159330368042,0.6376565410647101,0.5421783901231921,11.259586578854703,0.6420073468882271,11.158777349540133,0.6420277281273501,0.7392984912839227,0.6362062715513074,11.674400084963656,0.7439821998875907,11.571746713570219,0.7440041379462583
1,11.64447021484375,11.637847900390625,11.435464587258215,11.853475842429285,11.428901712943045,11.846794087838205,0.6884775161743164,0.5891923308372498,11.46699333190918,0.6929947733879089,11.365262031555176,0.6930159330368042,0.6376565410647101,0.5421783901231921,11.259586578854703,0.6420073468882271,11.158777349540133,0.6420277281273501,0.7392984912839227,0.6362062715513074,11.674400084963656,0.7439821998875907,11.571746713570219,0.7440041379462583
2,11.633773803710938,11.626510620117188,11.424864192677239,11.842683414744636,11.417666232362983,11.835355007871392,0.6884775161743164,0.5891923308372498,11.433656692504883,0.6929913759231567,11.296409606933594,0.6930108070373535,0.6376565410647101,0.5421783901231921,11.226551643502034,0.6420040744086865,11.0905513323238,0.6420227906993169,0.7392984912839227,0.6362062715513074,11.640761741507731,0.743978677437627,11.502267881543387,0.7439988233753901
4,11.41363525390625,11.398834228515625,11.20671161483958,11.62055889297292,11.192044800658687,11.605623656372563,0.6884775161743164,0.5891923308372498,10.772799491882324,0.6928855776786804,9.921612739562988,0.6927734613418579,0.6376565410647101,0.5421783901231921,10.571768784418468,0.6419021684008829,9.728687411012297,0.6417941770628482,0.7392984912839227,0.6362062715513074,10.97383019934618,0.743868986956478,10.11453806811368,0.7437527456208676
8,10.688339233398438,10.620849609375,10.48809813110043,10.888580335696444,10.421241701686657,10.820457517063343,0.6619882583618164,0.5891923308372498,7.05586051940918,0.5973106026649475,1.45346999168396,0.37500816583633423,0.6121545443028181,0.5421783901231921,6.893165931498513,0.5499738758415917,1.379628383324143,0.33750063499766686,0.7118219724208147,0.6362062715513074,7.218555107319847,0.6446473294883033,1.527311600043777,0.4125156966750016
16,9.830368041992188,9.733062744140625,9.638331887087425,10.02240419689695,9.54197938196679,9.92414610631446,0.6727466583251953,0.5891923308372498,6.435846328735352,0.6388198137283325,3.574605941772461,0.6117234826087952,0.6225096362845574,0.5421783901231921,6.280464243442882,0.5898659131371968,3.458804971262612,0.5638190512985959,0.7229836803658333,0.6362062715513074,6.591228414027821,0.6877737143194682,3.69040691228231,0.6596279139189944
32,9.010223388671875,8.776885986328125,8.826372432899765,9.194074344443985,8.59543123643118,8.95834073622507,0.6584873199462891,0.5891923308372498,5.012894153594971,0.586458683013916,3.206033229827881,0.5878975987434387,0.6087855538779154,0.5421783901231921,4.875761026330643,0.5395539332790346,3.0963646745276425,0.5409353422857313,0.7081890860146627,0.6362062715513074,5.150027280859298,0.6333634327487975,3.315701785128119,0.6348598552011462
64,8.924087524414062,8.122512817382812,8.741117467476728,9.107057581351397,7.94795338728165,8.297072247483975,0.649294376373291,0.5891923308372498,4.230561256408691,0.5820736885070801,5.388392448425293,0.6651263236999512,0.5999407654073524,0.5421783901231921,4.104582561010399,0.5353446229129734,5.246215980101988,0.6151746343139781,0.6986479873392296,0.6362062715513074,4.356539951806984,0.6288027541011868,5.530568916748598,0.7150780130859242
128,8.954544067382812,7.193778991699219,8.771262052004664,9.137826082760961,7.029502031387539,7.358055952010899,0.6212100982666016,0.5891923308372498,3.5470666885375977,0.5469925999641418,3.7689456939697266,0.6014015078544617,0.5729356447452649,0.5421783901231921,3.431712653765695,0.5016935766666608,3.6500385213352593,0.5539029559940707,0.6694845517879382,0.6362062715513074,3.6624207233095003,0.5922916232616229,3.887852866604194,0.6489000597148527
256,9.65692138671875,6.801300048828125,9.4665869107663,9.8472558626712,6.641567257841536,6.961032839814714,0.5987424850463867,0.5891923308372498,3.3723249435424805,0.5314793586730957,5.143497467041016,0.640590488910675,0.551349054012314,0.5421783901231921,3.25984817770986,0.4868273177763817,5.004589428828459,0.5915687902704113,0.6461359160804594,0.6362062715513074,3.484801709375101,0.5761313995698096,5.282405505253572,0.6896121875509388
1000,10.084304809570312,7.142265319824219,9.889804142643806,10.278805476496819,6.978577598745901,7.305953040902536,0.4496985673904419,0.5891923308372498,4.630801200866699,0.5396574139595032,8.141143798828125,0.6552889347076416,0.4086253366726472,0.5421783901231921,4.498997932016344,0.4946631463883409,7.966384285897041,0.6057080205454746,0.49077179810823657,0.6362062715513074,4.762604469717054,0.5846516815306655,8.31590331175921,0.7048698488698086
2000,8.977249145507812,7.0725555419921875,8.793734912952484,9.160763378063141,6.909668590230142,7.235442493754233,0.38526612520217896,0.5891923308372498,5.605692386627197,0.5573315620422363,8.833691596984863,0.6567177772521973,0.3472490654654254,0.5421783901231921,5.460677447793071,0.5116064338446049,8.651650589991716,0.6070828374993416,0.4232831849389325,0.6362062715513074,5.750707325461324,0.6030566902398677,9.01573260397801,0.706352717005053
4000,8.790557861328125,6.831184387207031,8.608961839155914,8.972153883500336,6.671101054659889,6.991267719754173,0.35198211669921875,0.5891923308372498,6.263745307922363,0.5550659894943237,9.950042724609375,0.6570462584495544,0.3156443349595666,0.5421783901231921,6.110454837176195,0.5094338930704964,9.756841183874023,0.6073989068915535,0.3883198984388709,0.6362062715513074,6.417035778668532,0.6006980859181511,10.143244265344727,0.7066936100075554
8000,8.729385375976562,6.697479248046875,8.548422309853748,8.910348442099377,6.538970293702802,6.855988202390948,0.3326805531978607,0.5891923308372498,6.65826940536499,0.5560817122459412,10.430021286010742,0.6581849455833435,0.2973531414465008,0.5421783901231921,6.500225120945425,0.5104078835102119,10.232214717011058,0.6084945922370165,0.3680079649492206,0.6362062715513074,6.816313689784556,0.6017555409816704,10.627827855010427,0.7078752989296705
16000,8.570358276367188,6.628814697265625,8.391051128929268,8.749665423805107,6.471120376758286,6.786509017772964,0.31913724541664124,0.5891923308372498,6.879443168640137,0.5575498938560486,10.364556312561035,0.6578884124755859,0.2845363881631914,0.5421783901231921,6.71879537830158,0.5118158102418163,10.167371496143408,0.6082092539271675,0.3537381026700911,0.6362062715513074,7.040090958978693,0.6032839774702808,10.561741128978662,0.7075675710240044
33000,8.564254760742188,6.568702697753906,8.385011472880462,8.743498048603913,6.411725014356649,6.725680381151164,0.3072689175605774,0.5891923308372498,7.187368869781494,0.559471070766449,10.821250915527344,0.6590018272399902,0.27331753783541163,0.5421783901231921,7.023165116474804,0.5136582608284737,10.619768640357991,0.609280647792505,0.34122029728574316,0.6362062715513074,7.351572623088185,0.6052838807044243,11.022733190696696,0.7087230066874755
66000,8.531341552734375,6.49310302734375,8.35244302053156,8.71024008493719,6.337031291852648,6.649174762834852,0.2966880798339844,0.5891923308372498,7.448495388031006,0.5597763657569885,11.112322807312012,0.6589998602867126,0.2633263806867103,0.5421783901231921,7.28133537770556,0.5139510578413853,10.908148760304956,0.6092787550418364,0.3300497789812584,0.6362062715513074,7.615655398356452,0.6056016736725918,11.316496854319068,0.7087209655315889
131000,8.6070556640625,6.5021209716796875,8.427365039358913,8.786746288766087,6.34594089370015,6.658301049659225,0.28625714778900146,0.5891923308372498,7.936061859130859,0.5609012246131897,11.79268741607666,0.659195601940155,0.2534871597723702,0.5421783901231921,7.763517552008756,0.5150298973075862,11.582355825435462,0.609467112954144,0.31902713580563274,0.6362062715513074,8.108606166252962,0.6067725519187932,12.003019006717858,0.708924090926166
143000,8.609024047851562,6.481254577636719,8.429312877219928,8.788735218483197,6.325325305038046,6.637183850235392,0.286114901304245,0.5891923308372498,7.945243835449219,0.5612844824790955,11.943426132202148,0.6596638560295105,0.25335305630669075,0.5421783901231921,7.7725997408141705,0.5153974861536064,11.73175453997976,0.6099177080705426,0.31887674630179924,0.6362062715513074,8.117887930084267,0.6071714788045846,12.155097724424538,0.7094100039884784
