step,mean_unigram_loss,mean_bigram_loss,bottom_conf_unigram_loss,top_conf_unigram_loss,bottom_conf_bigram_loss,top_conf_bigram_loss,mean_logit_token_js_div,mean_bigram_token_js_div,mean_bigram_logit_kl_div,mean_bigram_logit_js_div,mean_unigram_logit_kl_div,mean_unigram_logit_js_div,bottom_conf_logit_token_js_div,bottom_conf_bigram_token_js_div,bottom_conf_bigram_logit_kl_div,bottom_conf_bigram_logit_js_div,bottom_conf_unigram_logit_kl_div,bottom_conf_unigram_logit_js_div,top_conf_logit_token_js_div,top_conf_bigram_token_js_div,top_conf_bigram_logit_kl_div,top_conf_bigram_logit_js_div,top_conf_unigram_logit_kl_div,top_conf_unigram_logit_js_div
0,11.07354736328125,11.083251953125,10.869729850992734,11.277364875569766,10.879345150019171,11.287158756230829,0.68798828125,0.5891922116279602,11.201848983764648,0.6929081082344055,11.867656707763672,0.6929556727409363,0.6371853661451904,0.5421782756699886,10.996854124866733,0.6419238700497559,11.656657609024,0.6419696846860758,0.7387911963548096,0.6362061475859319,11.406843842662564,0.7438923464190551,12.078655806503344,0.7439416607957967
1,11.073486328125,11.08331298828125,10.869669377537736,11.277303278712264,10.879405623721684,11.287220352840816,0.68798828125,0.5891922116279602,11.201848983764648,0.6929081082344055,11.867656707763672,0.6929556727409363,0.6371853661451904,0.5421782756699886,10.996854124866733,0.6419238700497559,11.656657609024,0.6419696846860758,0.7387911963548096,0.6362061475859319,11.406843842662564,0.7438923464190551,12.078655806503344,0.7439416607957967
2,11.072265625,11.08258056640625,10.868459908762887,11.276071341237113,10.878679939393564,11.286481193418936,0.68798828125,0.5891922116279602,11.200054168701172,0.692908525466919,11.8642578125,0.6929556131362915,0.6371853661451904,0.5421782756699886,10.995075733100883,0.6419242719322695,11.653288930980596,0.6419696272742133,0.7387911963548096,0.6362061475859319,11.40503260430146,0.7438927790015684,12.075226694019404,0.7439415989983698
4,11.0623779296875,11.07110595703125,10.858663234519975,11.266092624855025,10.86731091400041,11.27490100006209,0.68798828125,0.5891922116279602,11.167167663574219,0.6929240822792053,11.801673889160156,0.6929711699485779,0.6371853661451904,0.5421782756699886,10.962490386340454,0.6419392564121478,11.591262173473707,0.6419846117735372,0.7387911963548096,0.6362061475859319,11.371844940807984,0.7439089081462629,12.012085604846606,0.7439577281236186
8,10.94024658203125,10.92999267578125,10.737659537821717,11.142833626240783,10.727500592664157,11.132484758898343,0.6884765625,0.5891922116279602,10.73741340637207,0.6932159662246704,11.009857177734375,0.693253755569458,0.6376556225888383,0.5421782756699886,10.536713139529471,0.6422204031890869,10.806626645124839,0.6422568025899422,0.7392975024111617,0.6362061475859319,10.93811367321467,0.7442115292602539,11.213087710343911,0.7442507085489738
16,10.5611572265625,10.49420166015625,10.362111037609692,10.760203415515308,10.295787430384964,10.692615889927536,0.6875801086425781,0.5891922116279602,9.420856475830078,0.6916954517364502,8.549234390258789,0.6914857029914856,0.6367922660582166,0.5421782756699886,9.232862771107802,0.6407558467731662,8.37014835379669,0.6405538220404787,0.7383679512269397,0.6362061475859319,9.608850180552354,0.7426350566997342,8.728320426720888,0.7424175839424925
32,9.98187255859375,9.838134765625,9.78836224216158,10.17538287502592,9.646022764258783,10.030246766991217,0.6823348999023438,0.5891922116279602,7.54256010055542,0.6666709184646606,5.717704772949219,0.6659088730812073,0.631741145849907,0.5421782756699886,7.374347896089329,0.6166612623635057,5.571248163300039,0.6159278071908579,0.7329286539547805,0.6362061475859319,7.710772305021511,0.7166805745658156,5.8641613825983985,0.7158899389715566
64,9.49053955078125,9.04888916015625,9.301851862208723,9.679227239353777,8.864644144848409,9.233134175464091,0.6736106872558594,0.5891922116279602,6.110464096069336,0.6329831480979919,5.9881181716918945,0.6534646153450012,0.623341415101563,0.5421782756699886,5.959060841453777,0.5842533977201531,5.838238306485973,0.6039527657272891,0.7238799594101557,0.6362061475859319,6.261867350684895,0.6817128984758308,6.137998036897816,0.7029764649627134
128,8.4783935546875,7.44134521484375,8.300051034798491,8.656736074576509,7.274265456296514,7.608424973390986,0.6398773193359375,0.5891922116279602,3.763571262359619,0.5644054412841797,4.717909336090088,0.6396985054016113,0.5908829162303879,0.5421782756699886,3.6447488994441697,0.5183910470851385,4.584872193593892,0.5907109485256887,0.6888717224414871,0.6362061475859319,3.8823936252750686,0.6104198354832209,4.850946478586284,0.6886860622775339
256,9.22967529296875,6.495147705078125,9.043598880661582,9.415751705275918,6.339051398031428,6.651244012124822,0.5951461791992188,0.5891922116279602,3.075225353240967,0.5241141319274902,5.313263893127441,0.6388317346572876,0.5478952952408119,0.5421782756699886,2.967817364098307,0.4797725638087838,5.172082063446147,0.5898773773072693,0.6423970631576256,0.6362061475859319,3.1826333423836264,0.5684557000461966,5.454445722808736,0.6877860920073059
