step,mean_bigram_logit_kl_div,mean_unigram_logit_kl_div,bottom_conf_bigram_logit_kl_div,bottom_conf_unigram_logit_kl_div,top_conf_bigram_logit_kl_div,top_conf_unigram_logit_kl_div
0,3.286245107650757,3.140239715576172,3.175213126511576,3.0317022906398363,3.3972770887899375,3.2487771405125074
1,3.286245107650757,3.140239715576172,3.175213126511576,3.0317022906398363,3.3972770887899375,3.2487771405125074
2,3.2862420082092285,3.139740467071533,3.1752100794302955,3.031211670346083,3.3972739369881615,3.2482692637969834
4,3.286116123199463,3.1304891109466553,3.1750863210729894,3.022120324142289,3.3971459253259364,3.2388578977510214
8,3.2841360569000244,3.010298728942871,3.173139710605383,2.904030630276517,3.395132403194666,3.1165668276092253
16,3.2823073863983154,2.6220414638519287,3.171341946863294,2.52286288286145,3.393272825933337,2.7212200448424073
32,3.294971466064453,2.0433897972106934,3.1837921644315905,1.955836254660451,3.4061507676973157,2.1309433397609356
64,3.31681489944458,1.567436933517456,3.2052676847525587,1.4907549831137452,3.4283621141366014,1.644118883921167
128,3.727018117904663,0.622389018535614,3.6087741854497004,0.5740687795738997,3.8452620503596258,0.6707092574973283
256,3.808703660964966,1.5750409364700317,3.6891709678616516,1.4981732100715173,3.92823635406828,1.6519086628685462
1000,5.367125511169434,4.566220283508301,5.225229891671614,4.435339302324404,5.509021130667254,4.697101264692198
2000,6.414116859436035,5.540319442749023,6.258997305660507,5.396152557462241,6.569236413211564,5.684486328035806
4000,7.083715915679932,6.221505165100098,6.920700498142023,6.068732432881808,7.2467313332178405,6.374277897318387
8000,7.337472438812256,6.5196852684021,7.171562900732449,6.363294386656966,7.503381976892062,6.676076150147233
16000,7.507365703582764,6.737028121948242,7.339546406111599,6.578051855710551,7.675185001053928,6.896004388185934
33000,7.8493804931640625,7.022037506103516,7.67778107792895,6.859733333482292,8.020979908399175,7.184341678724739
66000,7.992371559143066,7.221460342407227,7.81921619677806,7.056867620241053,8.165526921508073,7.3860530645734
131000,7.915877819061279,8.531547546386719,7.743553070359287,8.352646854398166,8.088202567763272,8.710448238375271
143000,8.168662071228027,9.0010404586792,7.993607450938375,8.817283214281673,8.34371669151768,9.184797703076725
